,NSC,NAME,FDA_STATUS,MOA,PUBCHEM_ID,SMILES,TOTAL_EXPS,TOTAL_EXPS_AFTER_QC
9991,667928,"N,N-Diethyl-7-methyl-8-(3,4,5-trimethoxyphenyl)-7,8-dihydro-6H-[1,3]dioxolo[4,5-g]chromen-6-amine",,,381388.0,CCN(CC)C1Oc2cc3OCOc3cc2C(C1C)c4cc(OC)c(OC)c(OC)c4,2,2
9992,667930,"2-((7-Methyl-8-(3,4,5-trimethoxyphenyl)-7,8-dihydro-6H-[1,3]dioxolo[4,5-g]chromen-6-yl)amino)ethanol",,,381390.0,COc1cc(cc(OC)c1OC)C2C(C)C(NCCO)Oc3cc4OCOc4cc23,2,2
9993,667931,"6H-1,3-Dioxolo[4,5-g][1]benzopyran-6-amine, 7,8-dihydro-...",,,381391.0,COc1ccc(NC2Oc3cc4OCOc4cc3C(C2C)c5cc(OC)c(OC)c(OC)c5)cc1,2,2
9994,667932,"[[7-Methyl-8-(3,4,5-trimethoxyphenyl)-7,8-dihydro-6H-[1,3]dioxolo[4,5-g]chromen-6-yl]amino]urea",,,381392.0,COc1cc(cc(OC)c1OC)C2C(C)C(NNC(=O)N)Oc3cc4OCOc4cc23,2,2
9995,667933,"[[8-(2-Hydroxy-3-methoxy-phenyl)-7-methyl-7,8-dihydro-6H-[1,3]dioxolo[4,5-g]chromen-6-yl]amino]urea",,,381393.0,COc1cccc(C2C(C)C(NNC(=O)N)Oc3cc4OCOc4cc23)c1O,2,2
9996,667934,"2-(6-Anilino-7-methyl-7,8-dihydro-6H-[1,3]dioxolo[4,5-g]chromen-8-yl)-6-methoxyphenol",,,381394.0,COc1cccc(C2C(C)C(Nc3ccccc3)Oc4cc5OCOc5cc24)c1O,2,1
9997,667947,,,,,Oc1cc2CCCNc2c(c1)S(=O)(=O)c3ccccc3[N+](=O)[O-],2,2
9998,667949,,,,,Cc1cc2CCCNc2c(c1)S(=O)(=O)c3ccc(Cl)cc3[N+](=O)[O-],1,1
9999,667954,4-Chloro-2-((3-(5-chloro-2-hydroxybenzyl)-1-imidazolidinyl)methyl)phenol,,,381409.0,Oc1ccc(Cl)cc1CN2CCN(Cc3cc(Cl)ccc3O)C2,1,1
10000,668002,Benzyl ((2-((tert-butoxycarbonyl)amino)-3-methylbutanoyl)amino)acetate,,,381414.0,CC(C)C(NC(=O)OC(C)(C)C)C(=O)NCC(=O)OCc1ccccc1,1,1
10001,668003,Benzyl 2-((((tert-butoxycarbonyl)amino)acetyl)amino)-3-methylbutanoate,,,381415.0,CC(C)C(NC(=O)CNC(=O)OC(C)(C)C)C(=O)OCc1ccccc1,1,1
10002,668004,,,,,CC(C)C(NC(=O)OC(C)(C)C)C(=O)NC(C)C(=O)N1CCCC1C(=O)O,1,1
10003,668005,1-(2-(Acetylamino)-3-methylbutanoyl)proline,,,381417.0,CC(C)C(NC(=O)C)C(=O)N1CCCC1C(=O)O,1,1
10004,668018,3-Amino-4-((1-benzyl-2-((2-ethoxy-2-oxoethyl)amino)-2-oxoethyl)amino)-4-oxobutanoic acid,,,381430.0,CCOC(=O)CNC(=O)C(Cc1ccccc1)NC(=O)C(N)CC(=O)O,1,1
10005,668024,"Dibenzyl 2,2-bis((1,3-dioxo-1,3-dihydro-2H-isoindol-2-yl)methyl)malonate",,,381436.0,O=C(OCc1ccccc1)C(CN2C(=O)c3ccccc3C2=O)(CN4C(=O)c5ccccc5C4=O)C(=O)OCc6ccccc6,1,1
10006,668033,2-[2-[[2-(Tert-butoxycarbonylamino)-3-methyl-butanoyl]amino]propanoylamino]acetic acid,,,381445.0,CC(C)C(NC(=O)OC(C)(C)C)C(=O)NC(C)C(=O)NCC(=O)O,1,1
10007,668036,Boc-(Ala-Hmb)2-OH,,,,CC(C)C(OC(=O)C(C)NC(=O)C(OC(=O)C(C)NC(=O)OC(C)(C)C)C(C)C)C(=O)O,1,1
10008,668039,tert-butyl 2-(2-oxochroman-3-carbonyl)hydrazinecarboxylate,,,381451.0,CC(C)(C)OC(=O)NNC(=O)C1Cc2ccccc2OC1=O,1,1
10009,668047,3-Amino-4-(1-benzyl-2-methoxy-2-oxoethoxy)-4-oxobutanoic acid,,,381460.0,COC(=O)C(Cc1ccccc1)OC(=O)C(N)CC(=O)O,1,1
10010,668057,Methyl 1-(acetylamino)-2-phenylethylcarbamate,,,381470.0,COC(=O)NC(Cc1ccccc1)NC(=O)C,1,1
10011,668059,"1-(4-Methoxyphenyl)-1,3-dimethyl-3-(4-nitrophenyl)urea",,,381472.0,COc1ccc(cc1)N(C)C(=O)N(C)c2ccc(cc2)[N+](=O)[O-],1,1
10012,668102,"(3S,6S,8S,12S,13R,16S,17R,20S,23S)-16-Amino-13-[(2S)-butan-2-yl]-12-hydroxy-20-[(4-methoxyphenyl)methyl]-6,17,21-trimethyl-3-(2-methylpropyl)-8-propan-2-yl-9,18-dioxa-1,4,14,21-tetrazabicyclo[21.3.0]h",,,381473.0,CC[C@H](C)[C@H]1NC(=O)[C@@H](N)[C@@H](C)OC(=O)[C@H](Cc2ccc(OC)cc2)N(C)C(=O)[C@@H]3CCCN3C(=O)[C@H](CC(C)C)NC(=O)[C@@H](C)C(=O)[C@@H](OC(=O)C[C@@H]1O)C(C)C,1,1
10013,668217,"6-Chloro-2-(3,4-dimethoxyphenyl)-3-nitro-2H-chromene",,,381495.0,COc1ccc(cc1OC)C2Oc3ccc(Cl)cc3C=C2[N+](=O)[O-],2,2
10014,668253,"1-((4-Methylene-5-oxo-2-phenyltetrahydro-2-furanyl)methyl)dihydro-2,4(1H,3H)-pyrimidinedione",,,381497.0,C=C1CC(CN2CCC(=O)NC2=O)(OC1=O)c3ccccc3,2,2
10015,668254,"1-((2-(4-Chlorophenyl)-4-methylene-5-oxotetrahydro-2-furanyl)methyl)-2,4(1H,3H)-pyrimidinedione",,,381498.0,Clc1ccc(cc1)C2(CN3C=CC(=O)NC3=O)CC(=C)C(=O)O2,2,2
10016,668255,"1-((2-(4-Methoxyphenyl)-4-methylene-5-oxotetrahydro-2-furanyl)methyl)-2,4(1H,3H)-pyrimidinedione",,,381499.0,COc1ccc(cc1)C2(CN3C=CC(=O)NC3=O)CC(=C)C(=O)O2,2,2
10017,668256,"1-((2-[1,1'-Biphenyl]-4-yl-4-methylene-5-oxotetrahydro-2-furanyl)methyl)-2,4(1H,3H)-pyrimidinedione",,,381500.0,C=C1CC(CN2C=CC(=O)NC2=O)(OC1=O)c3ccc(cc3)c4ccccc4,2,2
10018,668257,"2,4(1H,3H)-Pyrimidinedione, 1-[[2-(4-chlorophenyl)- tetr...",,,381501.0,CC1=CN(CC2(CC(=C)C(=O)O2)c3ccc(Cl)cc3)C(=O)NC1=O,2,2
10019,668258,"5-Methyl-1-[[4-methylene-5-oxo-2-(4-phenylphenyl)tetrahydrofuran-2-yl]methyl]pyrimidine-2,4-dione",,,381502.0,CC1=CN(CC2(CC(=C)C(=O)O2)c3ccc(cc3)c4ccccc4)C(=O)NC1=O,2,2
10020,668259,"5-Bromo-1-[[2-(4-bromophenyl)-4-methylene-5-oxo-tetrahydrofuran-2-yl]methyl]pyrimidine-2,4-dione",,,381503.0,BrC1=CN(CC2(CC(=C)C(=O)O2)c3ccc(Br)cc3)C(=O)NC1=O,2,2
10021,668260,2-(5-Bromouracil-1-yl)-4-methylene-5-oxo-2-(p-phenylphen...,,,381504.0,BrC1=CN(CC2(CC(=C)C(=O)O2)c3ccc(cc3)c4ccccc4)C(=O)NC1=O,2,2
10022,668261,GLEMYYHYOHRBLT-UHFFFAOYSA-N,,,381505.0,CC1(COc2ccc3C=CC(=O)Oc3c2)CC(=C)C(=O)O1,2,2
10023,668262,4-Methyl-7-((2-methyl-4-methylene-5-oxotetrahydro-2-furanyl)methoxy)-2H-chromen-2-one,,,381506.0,CC1=CC(=O)Oc2cc(OCC3(C)CC(=C)C(=O)O3)ccc12,2,2
10024,668263,3-Chloro-4-methyl-7-((2-methyl-4-methylene-5-oxotetrahydro-2-furanyl)methoxy)-2H-chromen-2-one,,,381507.0,CC1=C(Cl)C(=O)Oc2cc(OCC3(C)CC(=C)C(=O)O3)ccc12,2,2
10025,668264,"3,4,8-Trimethyl-7-((2-methyl-4-methylene-5-oxotetrahydro-2-furanyl)methoxy)-2H-chromen-2-one",,,381508.0,CC1=C(C)c2ccc(OCC3(C)CC(=C)C(=O)O3)c(C)c2OC1=O,2,2
10026,668265,RDEUUWUFJSOERA-UHFFFAOYSA-N,,,381509.0,C=C1CC(COc2ccc3C=CC(=O)Oc3c2)(OC1=O)c4ccccc4,2,2
10027,668266,4-Methyl-7-((4-methylene-5-oxo-2-phenyltetrahydro-2-furanyl)methoxy)-2H-chromen-2-one,,,381510.0,CC1=CC(=O)Oc2cc(OCC3(CC(=C)C(=O)O3)c4ccccc4)ccc12,2,2
10028,668267,"2H-1-Benzopyran-2-one, 3-chloro-7-[(tetrahydro-4-methyle...",,,381511.0,CC1=C(Cl)C(=O)Oc2cc(OCC3(CC(=C)C(=O)O3)c4ccccc4)ccc12,2,2
10029,668268,"3,4,8-Trimethyl-7-((4-methylene-5-oxo-2-phenyltetrahydro-2-furanyl)methoxy)-2H-chromen-2-one",,,381512.0,CC1=C(C)c2ccc(OCC3(CC(=C)C(=O)O3)c4ccccc4)c(C)c2OC1=O,2,2
10030,668269,KKIQVSBZFBKASX-UHFFFAOYSA-N,,,381513.0,CC1(COC2=CC(=O)Oc3ccccc23)CC(=C)C(=O)O1,2,2
10031,668270,"2H-1-Benzopyran-2-one, 4-[(tetrahydro-4-methylene- 5-oxo...",,,381514.0,C=C1CC(COC2=CC(=O)Oc3ccccc23)(OC1=O)c4ccccc4,2,2
10032,668276,"2-(3-(4-(4-Methylene-5-oxotetrahydro-2-furanyl)phenoxy)propyl)-1H-isoindole-1,3(2H)-dione",,,381520.0,C=C1CC(OC1=O)c2ccc(OCCCN3C(=O)c4ccccc4C3=O)cc2,2,2
10033,668277,"2-(3-(2-Methoxy-4-(4-methylene-5-oxotetrahydro-2-furanyl)phenoxy)propyl)-1H-isoindole-1,3(2H)-dione",,,381521.0,COc1cc(ccc1OCCCN2C(=O)c3ccccc3C2=O)C4CC(=C)C(=O)O4,2,2
10034,668281,"(-)-.beta.-L-1-[(2-Hydroxymethyl)-1,3-dioxolan-4yl]cytosine",,,,NC1=NC(=O)N(C=C1)C2COC(CO)O2,3,3
10035,668293,"2,4-Dibromo-8,9-dichloro-1-nitro-10H-phenothiazine",,,3785335.0,[O-][N+](=O)c1c(Br)cc(Br)c2Sc3ccc(Cl)c(Cl)c3Nc12,2,2
10036,668294,,,,,CCCN(CCC)C(=S)N\N=C(\C)/c1ccccc1O,2,2
10037,668295,,,,,C\C(=N\NC(=S)N1CCCCC1)\c2ccccc2O,2,1
10038,668296,,,,,C\C(=N\NC(=S)N1CCCCCC1)\c2ccccc2O,2,2
10039,668297,1-(2-Methoxyphenyl)-3-[(Z)-1-(2-pyridyl)ethylideneamino]thiourea,,,5367237.0,COc1ccccc1NC(=S)N\N=C(\C)/c2ccccn2,2,2
10040,668298,1-(2-Methoxyphenyl)-3-[(E)-2-pyridylmethyleneamino]thiourea,,,9554753.0,COc1ccccc1NC(=S)N\N=C\c2ccccn2,3,2
10041,668299,,,,,CCN(CC)C(=S)N\N=C(\c1ccccc1)/c2ccccn2,2,2
10042,668300,,,,,S=C(N\N=C(\c1ccccc1)/c2ccccn2)N3CCCCC3,3,2
10043,668301,,,,,S=C(N\N=C(\c1ccccc1)/c2ccccn2)N3CCCCCC3,3,2
10044,668323,,,,,Clc1ccccc1NC(=S)N\N=C(\c2ccccc2)/c3ccccn3,3,2
10045,668324,,,,,Clc1cccc(NC(=S)N\N=C(\c2ccccc2)/c3ccccn3)c1,3,2
10046,668325,,,,,Clc1ccc(NC(=S)N\N=C(\c2ccccc2)/c3ccccn3)cc1,3,2
10047,668326,1-[Phenyl(2-pyridinyl)methylene]-4-(2-methylphenyl)thiosemicarbazide,,,6148953.0,Cc1ccccc1NC(=S)N\N=C(\c2ccccc2)/c3ccccn3,3,3
10048,668327,1-[Phenyl(2-pyridinyl)methylene]-4-(3-methylphenyl)thiosemicarbazide,,,5785686.0,Cc1cccc(NC(=S)N\N=C(\c2ccccc2)/c3ccccn3)c1,3,3
10049,668328,,,,,Cc1ccc(NC(=S)N\N=C(\c2ccccc2)/c3ccccn3)cc1,3,2
10050,668329,,,,,COc1ccc(NC(=S)N\N=C(/c2ccccc2)\c3ccccn3)cc1,3,2
10051,668330,,,,,[O-][N+](=O)c1ccc(NC(=S)N\N=C(/c2ccccc2)\c3ccccn3)cc1,3,2
10052,668331,1-(2-Methoxyphenyl)-3-[(Z)-[phenyl(2-pyridyl)methylene]amino]thiourea,,,5907304.0,COc1ccccc1NC(=S)N\N=C(\c2ccccc2)/c3ccccn3,3,2
10053,668332,XQRQVHGTKWQPQV-PDGQHHTCSA-N,,,5923825.0,C\C(=N\NC(=S)Nc1ccccc1C)\c2ccccn2,3,3
10054,668333,1-(2-Chlorophenyl)-3-[(Z)-1-(2-pyridyl)ethylideneamino]thiourea,,,5923821.0,C\C(=N\NC(=S)Nc1ccccc1Cl)\c2ccccn2,3,2
10055,668334,1-(p-Tolyl)-3-[(Z)-1-(2-pyridyl)ethylideneamino]thiourea,,,5892010.0,C\C(=N\NC(=S)Nc1ccc(C)cc1)\c2ccccn2,3,3
10056,668335,1-(3-Chlorophenyl)-3-[(Z)-1-(2-pyridyl)ethylideneamino]thiourea,,,5494177.0,C\C(=N\NC(=S)Nc1cccc(Cl)c1)\c2ccccn2,3,3
10057,668336,1-(m-Tolyl)-3-[(Z)-1-(2-pyridyl)ethylideneamino]thiourea,,,5367272.0,C\C(=N\NC(=S)Nc1cccc(C)c1)\c2ccccn2,3,2
10058,668337,"2,6-Bis[1-(3-ethylthioureidoimino)ethyl]pyridine",,,6393657.0,CCNC(=S)N\N=C(\C)/c1cccc(n1)\C(=N/NC(=S)NCC)\C,3,2
10059,668338,,,,,C\C(=N\NC(=S)N1CCCC1)\c2cccc(n2)\C(=N/NC(=S)N3CCCC3)\C,1,1
10060,668341,,,,,CCN(CC)C(=S)N\N=C(\C)/c1cccc(n1)\C(=N/NC(=S)N(CC)CC)\C,1,1
10061,668348,,,,,N=C1N2C(=Nc3ccccc13)Oc4ccccc24,1,1
10062,668351,"4a',8'-Dichloro-5',6',7',8'-tetrahydro-3'H-spiro[cyclohexane-1,2'-quinazolin]-4'(4a'H)-one",,,381562.0,ClC1CCCC2(Cl)C(=O)NC3(CCCCC3)N=C12,1,1
10063,668352,"5-Chloro-2-methyl-4-oxo-1,5-diazaspiro[5.5]undec-1-en-3-yl thiocyanate",,,381563.0,CC1=NC2(CCCCC2)N(Cl)C(=O)C1SC#N,1,1
10064,668360,"Ethanone, 1,1'-[(1,1'-biphenyl)-2,2'-diyl] bis[2-(triphe...",,,381571.0,O=C(C=P(c1ccccc1)(c2ccccc2)c3ccccc3)c4ccccc4c5ccccc5C(=O)C=P(c6ccccc6)(c7ccccc7)c8ccccc8,2,2
10065,668366,MWJGINGFPOXZFR-PKNBQFBNSA-,,,5468313.0,CCSC(=O)\C=C\1/CN(C1C(=O)OC(C)(C)C)C(=O)OC(C)(C)C,2,1
10066,668370,"3,3-diiodo-2-phenyl-2-propenal",,,381579.0,IC(=C(C=O)c1ccccc1)I,2,2
10067,668371,"3,3-diiodo-1,2-diphenyl-2-propen-1-one",,,381580.0,IC(=C(C(=O)c1ccccc1)c2ccccc2)I,1,1
10068,668374,"N-Isobutyl-2-(1,2,3,4-tetrahydro-9H-carbazol-9-yl)acetamide",,,381583.0,CC(C)CNC(=O)Cn1c2CCCCc2c3ccccc13,1,1
10069,668376,"N-Cyclohexyl-2-(1,2,3,4-tetrahydrocarbazol-9-yl)acetamide",,,381585.0,O=C(Cn1c2CCCCc2c3ccccc13)NC4CCCCC4,1,1
10070,668380,nitrophenyl-azatoxin,,,381589.0,COc1cc(cc(OC)c1O)[C@H]2N3[C@H](COC3=O)C(Nc4ccc(cc4)[N+](=O)[O-])c5c2[nH]c6ccccc56,3,3
10071,668382,trihydroxy-azatoxin,,,381591.0,Oc1cc(cc(O)c1O)[C@H]2N3[C@H](COC3=O)Cc4c2[nH]c5ccccc45,1,1
10072,668383,"N-(2,3-Dimethoxy-[1,3]benzodioxolo[5,6-c]phenanthridin-13-yl)-N',N'-dimethylethane-1,2-diamine",,,381592.0,COc1cc2c(NCCN(C)C)nc3c(ccc4cc5OCOc5cc34)c2cc1OC,1,1
10073,668393,"6-{[2-(3,5-Dibromo-4-hydroxyphenyl)ethyl]amino}quinoline-5,8-dione",,,381593.0,Oc1c(Br)cc(CCNC2=CC(=O)c3ncccc3C2=O)cc1Br,2,2
10074,668394,"5,8-Quinolinedione, 7-[[2-(3,5-dibromo-4-hydroxyphenyl)e...",,,381594.0,Oc1c(Br)cc(CCNC2=CC(=O)c3cccnc3C2=O)cc1Br,3,2
10075,668404,"[(1S,2S,3R,4S,7R,9S,10S,12R,15S)-4,12-Diacetyloxy-15-[(2R,3S)-3-(furan-3-carbonylamino)-2-hydroxy-3-phenylpropanoyl]oxy-1,9-dihydroxy-10,14,17,17-tetramethyl-11-oxo-6-oxatetracyclo[11.3.1.03,10.04,7]h",,,381595.0,CC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](O)C[C@H]3OC[C@@]3(OC(=O)C)[C@H]2[C@H](OC(=O)c4ccccc4)[C@]5(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c6cocc6)c7ccccc7)C(=C1C5(C)C)C,2,2
10076,668405,Neuro_000404,,,381596.0,c1ccc(cc1)\N=C\2/c3ccsc3\C(=N\c4ccccc4)\c5ccsc25,3,2
10077,668406,6-Chloro-3-(6-chloro-4-oxo-2-phenyl-chromen-3-yl)-2-phenyl-chromen-4-one,,,381597.0,Clc1ccc2OC(=C(C(=O)c2c1)C3=C(Oc4ccc(Cl)cc4C3=O)c5ccccc5)c6ccccc6,2,2
10078,668408,6-Chloro-8-(6-chloro-4-oxo-2-phenyl-chromen-8-yl)-2-phenyl-chromen-4-one,,,381599.0,Clc1cc2C(=O)C=C(Oc2c(c1)c3cc(Cl)cc4C(=O)C=C(Oc34)c5ccccc5)c6ccccc6,1,1
10079,668409,"4-Methyl-2-(1,3-thiazol-4-yl)phenol",,,381600.0,Cc1ccc(O)c(c1)c2cscn2,1,1
10080,668410,"2-Bromo-4-methyl-6-(1,3-thiazol-4-yl)phenol",,,381601.0,Cc1cc(Br)c(O)c(c1)c2cscn2,1,1
10081,668411,"4-Methyl-2-nitro-6-(1,3-thiazol-4-yl)phenol",,,381602.0,Cc1cc(c(O)c(c1)[N+](=O)[O-])c2cscn2,1,1
10082,668414,"azobis-n,n'-dimethyleneisobutyroamidine",,,88715.0,CC(C)(N=NC(C)(C)C1=NCCN1)C2=NCCN2,2,1
10083,668419,,,,,COC(=O)\C=C(\C(=O)OC)/c1c(C)c(C)c2c(C)cc(C)cc(C)c12,1,1
10084,668421,"4(1H)-Quinolinone, 6-(1-pyrrolidinyl)- 2-[3-(trifluorome...",,,381608.0,FC(F)(F)Oc1cccc(c1)C2=CC(=O)c3cc(ccc3N2)N4CCCC4,2,2
10085,668426,Diethyl 2-[[5-ethoxy-2-[[2-[(2-methylpropan-2-yl)oxycarbonylamino]-3-(4-nitrophenyl)propanoyl]amino]-5-oxopentanoyl]amino]pentanedioate,,,381613.0,CCOC(=O)CCC(NC(=O)C(Cc1ccc(cc1)[N+](=O)[O-])NC(=O)OC(C)(C)C)C(=O)NC(CCC(=O)OCC)C(=O)OCC,1,1
10086,668429,,,,,COC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(Cc3c[nH]c4ccccc34)NC(=O)C(Cc5c[nH]c6ccccc56)NC(=O)OC(C)(C)C,1,1
10087,668432,Methyl 3-(1H-indol-3-yl)-2-[[3-(1H-indol-3-yl)-2-[[3-(1H-indol-3-yl)-2-[[3-(1H-indol-3-yl)-2-[[3-(1H-indol-3-yl)-2-[[3-(1H-indol-3-yl)-2-[(2-methylpropan-2-yl)oxycarbonylamino]propanoyl]amino]propanoy,,,16129895.0,COC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(Cc3c[nH]c4ccccc34)NC(=O)C(Cc5c[nH]c6ccccc56)NC(=O)C(Cc7c[nH]c8ccccc78)NC(=O)C(Cc9c[nH]c%10ccccc9%10)NC(=O)C(Cc%11c[nH]c%12ccccc%11%12)NC(=O)OC(C)(C)C,1,1
10088,668434,Methyl 3-(1H-indol-3-yl)-2-[[3-(1H-indol-3-yl)-2-[[3-(1H-indol-3-yl)-2-[[3-(1H-indol-3-yl)-2-[(2-methylpropan-2-yl)oxycarbonylamino]propanoyl]amino]propanoyl]amino]propanoyl]amino]propanoate,,,381617.0,COC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(Cc3c[nH]c4ccccc34)NC(=O)C(Cc5c[nH]c6ccccc56)NC(=O)C(Cc7c[nH]c8ccccc78)NC(=O)OC(C)(C)C,1,1
10089,668448,Methyl 6-[[2-(phenylmethoxycarbonylamino)acetyl]amino]-2-[[2-(phenylmethoxycarbonylamino)-6-[[2-(phenylmethoxycarbonylamino)acetyl]amino]hexanoyl]amino]hexanoate,,,381625.0,COC(=O)C(CCCCNC(=O)CNC(=O)OCc1ccccc1)NC(=O)C(CCCCNC(=O)CNC(=O)OCc2ccccc2)NC(=O)OCc3ccccc3,1,1
10090,668454,(1-Tert-Butoxycarbonylamino-ethyl)-carbamic acid benzyl ester,,,381632.0,CC(NC(=O)OCc1ccccc1)NC(=O)OC(C)(C)C,1,1
10091,668457,"Prolinamide, N-[(1,1-dimethylethoxy)carbonyl]histidyl-",,,381635.0,CC(C)(C)OC(=O)NC(Cc1c[nH]cn1)C(=O)N2CCCC2C(=O)N,1,1
10092,668460,Benzyl 2-[[1-[2-(hydrazinecarbonyl)pyrrolidin-1-yl]-3-[1-(4-methylphenyl)sulfonylimidazol-4-yl]-1-oxopropan-2-yl]carbamoyl]-5-oxopyrrolidine-1-carboxylate,,,381638.0,Cc1ccc(cc1)S(=O)(=O)n2cnc(CC(NC(=O)C3CCC(=O)N3C(=O)OCc4ccccc4)C(=O)N5CCCC5C(=O)NN)c2,1,1
10093,668467,LS-65387,,,381648.0,CN(C)CCNc1c(sc2ccc(Cl)cc12)[N+](=O)[O-],1,1
10094,668468,LS-41101,,,381649.0,[O-][N+](=O)c1sc2ccc(Cl)cc2c1Nc3ccc(Cl)cc3,1,1
10095,668470,Ethyl N-[6-[6-[8-(ethoxycarbonylamino)phenanthridin-6-yl]hexyl]phenanthridin-8-yl]carbamate,,,381651.0,CCOC(=O)Nc1ccc2c3ccccc3nc(CCCCCCc4nc5ccccc5c6ccc(NC(=O)OCC)cc46)c2c1,1,1
10096,668473,"2-Amino-1-N,9-N-bis(3-benzyl-7,11,14-trimethyl-2,5,9,12,15-pentaoxo-10-propan-2-yl-8-oxa-1,4,11,14-tetrazabicyclo[14.3.0]nonadecan-6-yl)-4,6-dimethyl-3-oxophenoxazine-1,9-dicarboxamide",,,16129896.0,CC(C)C1N(C)C(=O)CN(C)C(=O)C2CCCN2C(=O)C(Cc3ccccc3)NC(=O)C(NC(=O)C4=C(N)C(=O)C(=C5Oc6c(C)ccc(C(=O)NC7C(C)OC(=O)C(C(C)C)N(C)C(=O)CN(C)C(=O)C8CCCN8C(=O)C(Cc9ccccc9)NC7=O)c6N=C45)C)C(C)OC1=O,2,2
10097,668475,"2-Amino-1-N,9-N-bis[3-[(4-methoxyphenyl)methyl]-7,11,14-trimethyl-2,5,9,12,15-pentaoxo-10-propan-2-yl-8-oxa-1,4,11,14-tetrazabicyclo[14.3.0]nonadecan-6-yl]-4,6-dimethyl-3-oxophenoxazine-1,9-dicarboxam",,,16129898.0,COc1ccc(CC2NC(=O)C(NC(=O)C3=C(N)C(=O)C(=C4Oc5c(C)ccc(C(=O)NC6C(C)OC(=O)C(C(C)C)N(C)C(=O)CN(C)C(=O)C7CCCN7C(=O)C(Cc8ccc(OC)cc8)NC6=O)c5N=C34)C)C(C)OC(=O)C(C(C)C)N(C)C(=O)CN(C)C(=O)C9CCCN9C2=O)cc1,2,1
10098,668476,"2-Amino-1-N,9-N-bis[3-(1-hydroxyethyl)-7,11,14-trimethyl-2,5,9,12,15-pentaoxo-10-propan-2-yl-8-oxa-1,4,11,14-tetrazabicyclo[14.3.0]nonadecan-6-yl]-4,6-dimethyl-3-oxophenoxazine-1,9-dicarboxamide",,,381654.0,CC(C)C1N(C)C(=O)CN(C)C(=O)C2CCCN2C(=O)C(NC(=O)C(NC(=O)C3=C(N)C(=O)C(=C4Oc5c(C)ccc(C(=O)NC6C(C)OC(=O)C(C(C)C)N(C)C(=O)CN(C)C(=O)C7CCCN7C(=O)C(NC6=O)C(C)O)c5N=C34)C)C(C)OC1=O)C(C)O,2,2
10099,668482,1-[(Z)-1-[6-[(Z)-C-Methyl-N-(phenylcarbamothioylamino)carbonimidoyl]pyridin-2-yl]ethylideneamino]-3-phenylthiourea,,,6374206.0,C\C(=N\NC(=S)Nc1ccccc1)\c2cccc(n2)\C(=N/NC(=S)Nc3ccccc3)\C,2,2
10100,668483,1-(4-Chlorophenyl)-3-[(Z)-1-[6-[(Z)-N-[(4-chlorophenyl)carbamothioylamino]-C-methylcarbonimidoyl]pyridin-2-yl]ethylideneamino]thiourea,,,6376018.0,C\C(=N\NC(=S)Nc1ccc(Cl)cc1)\c2cccc(n2)\C(=N/NC(=S)Nc3ccc(Cl)cc3)\C,1,1
10101,668485,1-(2-Chlorophenyl)-3-[(Z)-1-[6-[(Z)-N-[(2-chlorophenyl)carbamothioylamino]-C-methylcarbonimidoyl]pyridin-2-yl]ethylideneamino]thiourea,,,5905475.0,C\C(=N\NC(=S)Nc1ccccc1Cl)\c2cccc(n2)\C(=N/NC(=S)Nc3ccccc3Cl)\C,1,1
10102,668486,1-(4-Methoxyphenyl)-3-[(Z)-1-[6-[(Z)-N-[(4-methoxyphenyl)carbamothioylamino]-C-methylcarbonimidoyl]pyridin-2-yl]ethylideneamino]thiourea,,,6375828.0,COc1ccc(NC(=S)N\N=C(\C)/c2cccc(n2)\C(=N/NC(=S)Nc3ccc(OC)cc3)\C)cc1,1,1
10103,668488,1-[(Z)-1-[6-[(Z)-C-Methyl-N-[(4-methylphenyl)carbamothioylamino]carbonimidoyl]pyridin-2-yl]ethylideneamino]-3-(4-methylphenyl)thiourea,,,6371881.0,C\C(=N\NC(=S)Nc1ccc(C)cc1)\c2cccc(n2)\C(=N/NC(=S)Nc3ccc(C)cc3)\C,1,1
10104,668489,1-[(Z)-1-[6-[(Z)-C-Methyl-N-[(3-methylphenyl)carbamothioylamino]carbonimidoyl]pyridin-2-yl]ethylideneamino]-3-(3-methylphenyl)thiourea,,,6373421.0,C\C(=N\NC(=S)Nc1cccc(C)c1)\c2cccc(n2)\C(=N/NC(=S)Nc3cccc(C)c3)\C,1,1
10105,668490,1-[(Z)-1-[6-[(Z)-C-Methyl-N-[(2-methylphenyl)carbamothioylamino]carbonimidoyl]pyridin-2-yl]ethylideneamino]-3-(2-methylphenyl)thiourea,,,6172220.0,C\C(=N\NC(=S)Nc1ccccc1C)\c2cccc(n2)\C(=N/NC(=S)Nc3ccccc3C)\C,1,1
10106,668491,1-(2-Methoxyphenyl)-3-[(Z)-1-[6-[(Z)-N-[(2-methoxyphenyl)carbamothioylamino]-C-methylcarbonimidoyl]pyridin-2-yl]ethylideneamino]thiourea,,,5869044.0,COc1ccccc1NC(=S)N\N=C(\C)/c2cccc(n2)\C(=N/NC(=S)Nc3ccccc3OC)\C,1,1
