Drug Name,DrugBank ID,PubChem CID,PubChem SID,SMILES,Gene,NSC
N-Propargyl-1(S)-Aminoindan,DB03894,5289310.0,46506590.0,[H][C@@]1(CCC2=C1C=CC=C2)NCC#C,MAOB,
Malachite Green,DB03895,11295.0,46505481.0,CN(C)C1=CC=C(C=C1)C(C1=CC=CC=C1)=C1C=CC(C=C1)=[N+](C)C,qacR,
Triphosphoric acid,DB03896,983.0,46507939.0,OP(O)(=O)OP(O)(=O)OP(O)(O)=O,PAPOLA,
Phloretic acid,DB03897,10394.0,46504920.0,OC(=O)CCC1=CC=C(O)C=C1,tpl,
Phloretic acid,DB03897,10394.0,46504920.0,OC(=O)CCC1=CC=C(O)C=C1,tyrA,
9-Butyl-8-(4-Methoxybenzyl)-9h-Purin-6-Amine,DB03899,5289227.0,46505705.0,CCCCN1C(CC2=CC=C(OC)C=C2)=NC2=C(N)N=CN=C12,HSP90AA1,
tert-butanol,DB03900,6386.0,46507480.0,CC(C)(C)O,RNASE1,
tert-butanol,DB03900,6386.0,46507480.0,CC(C)(C)O,TPI1,
tert-butanol,DB03900,6386.0,46507480.0,CC(C)(C)O,METAP2,
tert-butanol,DB03900,6386.0,46507480.0,CC(C)(C)O,bphC,
tert-butanol,DB03900,6386.0,46507480.0,CC(C)(C)O,CALM1,
Oxalic Acid,DB03902,971.0,46507830.0,OC(=O)C(O)=O,SRC,
Tmr,DB03903,5289288.0,46506730.0,CN(C)C1=CCC2=C(C3=CC=C(C=C3OC2=C1)N(C)C)C1=CC=C(C=C1C(O)=O)N1C(=O)C=CC1=O,ACTA1,
Urea,DB03904,1176.0,46508687.0,NC(N)=O,DHFR,
Urea,DB03904,1176.0,46508687.0,NC(N)=O,ARG1,
Urea,DB03904,1176.0,46508687.0,NC(N)=O,CA2,
Urea,DB03904,1176.0,46508687.0,NC(N)=O,CTNNB1,
Urea,DB03904,1176.0,46508687.0,NC(N)=O,msrP,
Succinamide-CoA,DB03905,446720.0,46508917.0,[H]N([H])C1=C2N=CN([C@@H]3O[C@H](COP(O)(=O)OP(O)(=O)OCC(C)(C)[C@@H](O)C(=O)N([H])CCC(=O)N([H])CCN([H])C(=O)CCC(O)=O)[C@@H](OP(O)(O)=O)[C@H]3O)C2=NC=N1,dapD,
2-Phenylheme,DB03906,17753777.0,46508548.0,CC1=C(C=C)C2=CC3=[N+]4C(=CC5=C(C)C(CCC(O)=O)=C6N5[Fe]44N2C1=CC1=[N+]4C(C(CCC(O)=O)=C1C)=C6C1=CC=CC=C1)C(C=C)=C3C,HMOX1,
"N-[(E)-3-[(2R,3S,4R,5R)-5-(6-Aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]prop-2-enyl]-2,3-dihydroxy-5-nitrobenzamide",DB03907,4369234.0,46504513.0,[H]N([H])C1=C2N=CN([C@@H]3O[C@H](\C=C\CN([H])C(=O)C4=C(O)C(O)=CC(=C4)[N+]([O-])=O)[C@@H](O)[C@H]3O)C2=NC=N1,COMT,
"N,N-[2,5-O-[Dibenzyl]-glucaryl]-DI-[isoleucyl-amido-methane]",DB03908,445303.0,46506196.0,[H]N(C)C(=O)[C@@H](N([H])C(=O)[C@H](OCC1=CC=CC=C1)[C@H](O)[C@@H](O)[C@@H](OCC1=CC=CC=C1)C(=O)N([H])[C@@H]([C@@H](C)CC)C(=O)N([H])C)[C@@H](C)CC,gag-pol,
"Adenosine-5'-[Beta, Gamma-Methylene]Triphosphate",DB03909,91532.0,46506243.0,[H][C@]1(COP(O)(=O)OP(O)(=O)CP(O)(O)=O)O[C@@]([H])(N2C=NC3=C(N)N=CN=C23)[C@]([H])(O)[C@]1([H])O,fpgS,
"Adenosine-5'-[Beta, Gamma-Methylene]Triphosphate",DB03909,91532.0,46506243.0,[H][C@]1(COP(O)(=O)OP(O)(=O)CP(O)(O)=O)O[C@@]([H])(N2C=NC3=C(N)N=CN=C23)[C@]([H])(O)[C@]1([H])O,cheA,
"Adenosine-5'-[Beta, Gamma-Methylene]Triphosphate",DB03909,91532.0,46506243.0,[H][C@]1(COP(O)(=O)OP(O)(=O)CP(O)(O)=O)O[C@@]([H])(N2C=NC3=C(N)N=CN=C23)[C@]([H])(O)[C@]1([H])O,murC,
"Adenosine-5'-[Beta, Gamma-Methylene]Triphosphate",DB03909,91532.0,46506243.0,[H][C@]1(COP(O)(=O)OP(O)(=O)CP(O)(O)=O)O[C@@]([H])(N2C=NC3=C(N)N=CN=C23)[C@]([H])(O)[C@]1([H])O,gntK,
"Adenosine-5'-[Beta, Gamma-Methylene]Triphosphate",DB03909,91532.0,46506243.0,[H][C@]1(COP(O)(=O)OP(O)(=O)CP(O)(O)=O)O[C@@]([H])(N2C=NC3=C(N)N=CN=C23)[C@]([H])(O)[C@]1([H])O,purT,
"Adenosine-5'-[Beta, Gamma-Methylene]Triphosphate",DB03909,91532.0,46506243.0,[H][C@]1(COP(O)(=O)OP(O)(=O)CP(O)(O)=O)O[C@@]([H])(N2C=NC3=C(N)N=CN=C23)[C@]([H])(O)[C@]1([H])O,INSR,
"Adenosine-5'-[Beta, Gamma-Methylene]Triphosphate",DB03909,91532.0,46506243.0,[H][C@]1(COP(O)(=O)OP(O)(=O)CP(O)(O)=O)O[C@@]([H])(N2C=NC3=C(N)N=CN=C23)[C@]([H])(O)[C@]1([H])O,ATP2A1,
"Adenosine-5'-[Beta, Gamma-Methylene]Triphosphate",DB03909,91532.0,46506243.0,[H][C@]1(COP(O)(=O)OP(O)(=O)CP(O)(O)=O)O[C@@]([H])(N2C=NC3=C(N)N=CN=C23)[C@]([H])(O)[C@]1([H])O,PDXK,
"Adenosine-5'-[Beta, Gamma-Methylene]Triphosphate",DB03909,91532.0,46506243.0,[H][C@]1(COP(O)(=O)OP(O)(=O)CP(O)(O)=O)O[C@@]([H])(N2C=NC3=C(N)N=CN=C23)[C@]([H])(O)[C@]1([H])O,PGK1,
"Adenosine-5'-[Beta, Gamma-Methylene]Triphosphate",DB03909,91532.0,46506243.0,[H][C@]1(COP(O)(=O)OP(O)(=O)CP(O)(O)=O)O[C@@]([H])(N2C=NC3=C(N)N=CN=C23)[C@]([H])(O)[C@]1([H])O,pknB,
"Adenosine-5'-[Beta, Gamma-Methylene]Triphosphate",DB03909,91532.0,46506243.0,[H][C@]1(COP(O)(=O)OP(O)(=O)CP(O)(O)=O)O[C@@]([H])(N2C=NC3=C(N)N=CN=C23)[C@]([H])(O)[C@]1([H])O,rbsK,
"Adenosine-5'-[Beta, Gamma-Methylene]Triphosphate",DB03909,91532.0,46506243.0,[H][C@]1(COP(O)(=O)OP(O)(=O)CP(O)(O)=O)O[C@@]([H])(N2C=NC3=C(N)N=CN=C23)[C@]([H])(O)[C@]1([H])O,STM4066,
"Adenosine-5'-[Beta, Gamma-Methylene]Triphosphate",DB03909,91532.0,46506243.0,[H][C@]1(COP(O)(=O)OP(O)(=O)CP(O)(O)=O)O[C@@]([H])(N2C=NC3=C(N)N=CN=C23)[C@]([H])(O)[C@]1([H])O,buk2,
"Adenosine-5'-[Beta, Gamma-Methylene]Triphosphate",DB03909,91532.0,46506243.0,[H][C@]1(COP(O)(=O)OP(O)(=O)CP(O)(O)=O)O[C@@]([H])(N2C=NC3=C(N)N=CN=C23)[C@]([H])(O)[C@]1([H])O,KIF1A,
"S,S'-(1,3-Phenylene-Bis(1,2-Ethanediyl))Bis-Isothiourea",DB03910,1331.0,46506476.0,NC(=N)SCCC1=CC(CCSC(N)=N)=CC=C1,NOS3,
L-Xylopyranose,DB03911,439509.0,46508015.0,O[C@H]1COC(O)[C@@H](O)[C@@H]1O,xylA,
D-pantetheine 4'-phosphate,DB03912,115254.0,46505104.0,CC(C)(COP(O)(O)=O)[C@@H](O)C(=O)NCCC(=O)NCCS,coaD,
2-Amino-3-Ketobutyric Acid,DB03915,440033.0,46508458.0,CC(=O)[C@H](N)C(O)=O,kbl,
4-{2-[4-(2-Aminoethyl)Piperazin-1-Yl]Pyridin-4-Yl}-N-(3-Chloro-4-Methylphenyl)Pyrimidin-2-Amine,DB03916,656967.0,46505237.0,CC1=C(Cl)C=C(NC2=NC(=CC=N2)C2=CC(=NC=C2)N2CCN(CCN)CC2)C=C1,zipA,
"6S-5,6,7,8-Tetrahydrobiopterin",DB03918,6323235.0,46505886.0,[H][C@@]1(CNC2=C(N1)C(=O)N=C(N)N2)[C@H](O)[C@@H](C)O,NOS3,
Ethyl-Carbamic Acid Methyl Ester,DB03919,448166.0,46508894.0,CCNC(=O)OC,stxB,
4-(3-Pyridin-2-Yl-1h-Pyrazol-4-Yl)Quinoline,DB03921,447966.0,46505424.0,N1C=C(C(=N1)C1=NC=CC=C1)C1=C2C=CC=CC2=NC=C1,TGFBR1,
Feruloyl Coenzyme A,DB03923,44229079.0,46505207.0,COC1=CC(\C=C\C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)CO[P@@](=O)(O)O[P@](O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2OP(O)(O)=O)N2C=NC3=C(N)N=CN=C23)=CC(O)=C1O,COMTD1,
"5,8-Di-Amino-1,4-Dihydroxy-Anthraquinone",DB03924,85466.0,46504949.0,NC1=CC=C(N)C2=C1C(=O)C1=C(O)C=CC(O)=C1C2=O,CSNK2A1,
Freselestat,DB03925,46936829.0,46504912.0,CC(C)[C@@H](NC(=O)CN1C(=O)C(N)=CN=C1C1=CC=CC=C1)[C@@H](O)C1=NN=C(O1)C(C)(C)C,CELA1,
Freselestat,DB03925,46936829.0,46504912.0,CC(C)[C@@H](NC(=O)CN1C(=O)C(N)=CN=C1C1=CC=CC=C1)[C@@H](O)C1=NN=C(O1)C(C)(C)C,ELANE,
"Carboxymethylthio-3-(3-Chlorophenyl)-1,2,4-Oxadiazol",DB03928,446195.0,46507497.0,OC(=O)CSC1=NC(=NO1)C1=CC=CC(Cl)=C1,CTH,
D-Serine,DB03929,71077.0,46508200.0,N[C@H](CO)C(O)=O,GRIN1,
D-Serine,DB03929,71077.0,46508200.0,N[C@H](CO)C(O)=O,GLRA1,
D-Serine,DB03929,71077.0,46508200.0,N[C@H](CO)C(O)=O,SERPINB3,
D-Serine,DB03929,71077.0,46508200.0,N[C@H](CO)C(O)=O,shp,
Diguanosine-5'-Triphosphate,DB03931,444841.0,46507269.0,NC1=NC(=O)C2=C(N1)N(C=N2)[C@@H]1O[C@H](COP(O)(=O)OP(O)(=O)OP(O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)N2C=NC3=C2NC(N)=NC3=O)[C@@H](O)[C@H]1O,A103R,
LFA703,DB03932,449169.0,46504607.0,[H][C@](C)(CC)C(=O)O[C@@]1([H])C[C@@]([H])(C)C=C2C=C[C@]([H])(C)[C@]([H])(CC[C@@]3([H])C[C@@]([H])(O)CC(=O)N3CC3=CC4=C(C=C3)C(CO)=C(OC)C=C4)[C@@]12[H],ITGAL,
C-1027 Aromatized chromophore,DB03933,5289301.0,46506814.0,[H]N1C(=O)C(=C)OC2=CC(OC)=CC(C(=O)O[C@H]3COC(=O)C[C@@H](C4=CC(O)=C(O[C@]5([H])C6=C(C=C3C=C6)C3=CC=C[C@]53O[C@@H]3OC(C)(C)[C@H]([C@@H](O)[C@H]3O)N(C)C)C(Cl)=C4)[N+]([H])([H])[H])=C12,cagA,
Zinc protoporphyrin,DB03934,3802528.0,46506175.0,[Zn++].CC1=C(CCC(O)=O)/C2=C/C3=N/C(=C\C4=C(C=C)C(C)=C([N-]4)/C=C4\N=C(\C=C\1/[N-]\2)C(C)=C4C=C)/C(C)=C3CCC(O)=O,CYCS,
"1,4-Dideoxy-O2-Sulfo-Glucuronic Acid",DB03935,49867144.0,46508396.0,[H][C@]1(O)O[C@@]([H])(C(O)=O)[C@]([H])(O)[C@]([H])(O)[C@@]1([H])OS(O)(=O)=O,FGF2,
"1,4-Dideoxy-O2-Sulfo-Glucuronic Acid",DB03935,49867144.0,46508396.0,[H][C@]1(O)O[C@@]([H])(C(O)=O)[C@]([H])(O)[C@]([H])(O)[C@@]1([H])OS(O)(=O)=O,ANXA5,
1-Deoxy-Ribofuranose-5'-Phosphate,DB03936,5289299.0,46506929.0,[H][C@]1(O)CO[C@]([H])(COP(O)(O)=O)[C@]1([H])O,kdsA,
D-erythrose 4-phosphate,DB03937,122357.0,46505463.0,[H]C(=O)[C@H](O)[C@H](O)COP(O)(O)=O,kdsA,
D-erythrose 4-phosphate,DB03937,122357.0,46505463.0,[H]C(=O)[C@H](O)[C@H](O)COP(O)(O)=O,GPI,
D-erythrose 4-phosphate,DB03937,122357.0,46505463.0,[H]C(=O)[C@H](O)[C@H](O)COP(O)(O)=O,aroF,
Deacetoxycephalosporin C,DB03938,160139.0,46509194.0,[H][C@]12SCC(C)=C(N1C(=O)[C@H]2NC(=O)CCC[C@@H](N)C(O)=O)C(O)=O,cefE,
"(4S)-4-hydroxy-3,4-dihydro-2(1H)-pyrimidinone",DB03939,446637.0,46507039.0,[H]N1C=C[C@H](O)N([H])C1=O,codA,
Oxamic Acid,DB03940,974.0,46507735.0,NC(=O)C(O)=O,ldh,
Oxamic Acid,DB03940,974.0,46507735.0,NC(=O)C(O)=O,LDHA,
Oxamic Acid,DB03940,974.0,46507735.0,NC(=O)C(O)=O,LDHB,
Oxamic Acid,DB03940,974.0,46507735.0,NC(=O)C(O)=O,pflB,
Carboxylic PRPP,DB03942,444189.0,46506729.0,[H][C@]1(O)[C@@]([H])(O)[C@]([H])(C[C@]1([H])COP(O)(O)=O)OP(O)(=O)OP(O)(O)=O,purR,
Carboxylic PRPP,DB03942,444189.0,46506729.0,[H][C@]1(O)[C@@]([H])(O)[C@]([H])(C[C@]1([H])COP(O)(O)=O)OP(O)(=O)OP(O)(O)=O,gpt,
Carboxylic PRPP,DB03942,444189.0,46506729.0,[H][C@]1(O)[C@@]([H])(O)[C@]([H])(C[C@]1([H])COP(O)(O)=O)OP(O)(=O)OP(O)(O)=O,purF,
"5-[1-(3,4-Dimethoxy-Benzoyl)-1,2,3,4-Tetrahydro-Quinolin-6-Yl]-6-Methyl-3,6-Dihydro-[1,3,4]Thiadiazin-2-One",DB03944,446286.0,46508463.0,[H][C@]1(C)SC(=O)NN=C1C1=CC2=C(C=C1)N(CCC2)C(=O)C1=CC(OC)=C(OC)C=C1,TNNC1,
"N,N,N-Trimethyl-2-(phosphonooxy)ethanaminium",DB03945,1014.0,46508785.0,C[N+](C)(C)CCOP(O)(O)=O,CRP,
"N,N,N-Trimethyl-2-(phosphonooxy)ethanaminium",DB03945,1014.0,46508785.0,C[N+](C)(C)CCOP(O)(O)=O,ELSPBP1,
"N,N,N-Trimethyl-2-(phosphonooxy)ethanaminium",DB03945,1014.0,46508785.0,C[N+](C)(C)CCOP(O)(O)=O,hlgB,
D-Xylulose,DB03947,644111.0,46505615.0,OC[C@H](O)[C@H](O)C(=O)CO,xylA,
"6-Chloropurine Riboside, 5'-Monophosphate",DB03948,17753915.0,46506473.0,[H][C@]1(COP(O)(O)=O)O[C@@]([H])(N2C=NC3=C(Cl)[NH+]=CN=C23)[C@]([H])(O)[C@]1([H])O,IMPDH1,
"6-Chloropurine Riboside, 5'-Monophosphate",DB03948,17753915.0,46506473.0,[H][C@]1(COP(O)(O)=O)O[C@@]([H])(N2C=NC3=C(Cl)[NH+]=CN=C23)[C@]([H])(O)[C@]1([H])O,IMPDH2,
N-[(2S)-3-Phenyl-2-sulfanylpropanoyl]-L-phenylalanyl-L-tyrosine,DB03949,5289470.0,46505869.0,[H]N([C@@H](CC1=CC=CC=C1)C(=O)N([H])[C@@H](CC1=CC=C(O)C=C1)C(O)=O)C(=O)[C@@H](S)CC1=CC=CC=C1,nprS,
(S)-N-(3-Indol-1-Yl-2-Methyl-Propyl)-4-Sulfamoyl-Benzamide,DB03950,446277.0,46505986.0,[H]N([H])S(=O)(=O)C1=CC=C(C=C1)C(=O)N([H])C[C@H](C)CN1C=CC2=CC=CC=C12,CA2,
N-acetyl-D-glucosamine-6-phosphate,DB03951,440996.0,46506695.0,CC(=O)N[C@H]1C(O)O[C@H](COP(O)(O)=O)[C@@H](O)[C@@H]1O,GNPDA1,
N-acetyl-D-glucosamine-6-phosphate,DB03951,440996.0,46506695.0,CC(=O)N[C@H]1C(O)O[C@H](COP(O)(O)=O)[C@@H](O)[C@@H]1O,nagB,
9-(6-deoxy-beta-D-allofuranosyl)-6-methylpurine,DB03952,447724.0,46507335.0,[H][C@](C)(O)[C@@]1([H])O[C@@]([H])(N2C=NC3=C(C)N=CN=C23)[C@]([H])(O)[C@]1([H])O,deoD,
Thiocitrulline,DB03953,2733514.0,46505566.0,[H]N([H])[C@@H](CCCN([H])C(=S)N([H])[H])C(O)=O,NOS2,
1-deoxymannojirimycin,DB03955,72258.0,46509136.0,[H][C@@]1(O)CN[C@]([H])(CO)[C@@]([H])(O)[C@]1([H])O,MAN2A1,
"Inositol 2,4,5-trisphosphate",DB03956,122195.0,46505397.0,O[C@H]1[C@H](O)[C@@H](OP(O)(O)=O)[C@H](OP(O)(O)=O)[C@@H](O)[C@H]1OP(O)(O)=O,PLCD1,
SP2456,DB03957,447945.0,46508945.0,[H]N([H])C(=N[C@H](C1CCCCC1)C(=O)N([H])CC(=O)N1CCC(CC1)C1=CC(=NN1[H])C1=C(Cl)C(Cl)=CC=C1)N([H])[H],IL2,
7-methyl-guanosine-5'-triphosphate-5'-guanosine,DB03958,121959.0,46504811.0,[H]N([H])C1=NC(=O)C2=C(N1[H])N(C=N2)[C@@H]1O[C@H](COP(O)(=O)OP(O)(=O)OP(O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)[N+]2=CN(C)C3=C2N([H])C(=NC3=O)N([H])[H])[C@@H](O)[C@H]1O,DCPS,
7-methyl-guanosine-5'-triphosphate-5'-guanosine,DB03958,121959.0,46504811.0,[H]N([H])C1=NC(=O)C2=C(N1[H])N(C=N2)[C@@H]1O[C@H](COP(O)(=O)OP(O)(=O)OP(O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)[N+]2=CN(C)C3=C2N([H])C(=NC3=O)N([H])[H])[C@@H](O)[C@H]1O,L1,
"N,O6-Disulfo-Glucosamine",DB03959,444389.0,46508184.0,[H][C@]1(O)O[C@]([H])(COS(O)(=O)=O)[C@@]([H])(O)[C@]([H])(O)[C@@]1([H])NS(O)(=O)=O,FGF2,
"N,O6-Disulfo-Glucosamine",DB03959,444389.0,46508184.0,[H][C@]1(O)O[C@]([H])(COS(O)(=O)=O)[C@@]([H])(O)[C@]([H])(O)[C@@]1([H])NS(O)(=O)=O,FGF1,
"N,O6-Disulfo-Glucosamine",DB03959,444389.0,46508184.0,[H][C@]1(O)O[C@]([H])(COS(O)(=O)=O)[C@@]([H])(O)[C@]([H])(O)[C@@]1([H])NS(O)(=O)=O,HS3ST3A1,
"N,O6-Disulfo-Glucosamine",DB03959,444389.0,46508184.0,[H][C@]1(O)O[C@]([H])(COS(O)(=O)=O)[C@@]([H])(O)[C@]([H])(O)[C@@]1([H])NS(O)(=O)=O,HGF,
"N,O6-Disulfo-Glucosamine",DB03959,444389.0,46508184.0,[H][C@]1(O)O[C@]([H])(COS(O)(=O)=O)[C@@]([H])(O)[C@]([H])(O)[C@@]1([H])NS(O)(=O)=O,VACWR025,
"N,O6-Disulfo-Glucosamine",DB03959,444389.0,46508184.0,[H][C@]1(O)O[C@]([H])(COS(O)(=O)=O)[C@@]([H])(O)[C@]([H])(O)[C@@]1([H])NS(O)(=O)=O,ANXA5,
"2c-Methyl-D-Erythritol 2,4-Cyclodiphosphate",DB03961,126747.0,46507462.0,[H][C@@]1(O)COP(O)(=O)OP(O)(=O)O[C@@]1(C)CO,ispF,
Nicotinamide 8-bromo-adenine dinucleotide phosphate,DB03962,131704263.0,46506551.0,[H]N([H])C(=O)C1=C[N+](=CC=C1)[C@@H]1O[C@H](COP([O-])(=O)OP(O)(=O)OC[C@H]2O[C@H]([C@H](OP(O)(O)=O)[C@@H]2O)N2C(Br)=NC3=C(N=CN=C23)N([H])[H])[C@@H](O)[C@H]1O,PGD,
S-(Dimethylarsenic)Cysteine,DB03963,17753880.0,46508261.0,[H][C@](N)(CS[As](C)C)C(O)=O,TLR2,
S-(Dimethylarsenic)Cysteine,DB03963,17753880.0,46508261.0,[H][C@](N)(CS[As](C)C)C(O)=O,UL80,
S-(Dimethylarsenic)Cysteine,DB03963,17753880.0,46508261.0,[H][C@](N)(CS[As](C)C)C(O)=O,gag-pol,
S-(Dimethylarsenic)Cysteine,DB03963,17753880.0,46508261.0,[H][C@](N)(CS[As](C)C)C(O)=O,NOS3,
S-(Dimethylarsenic)Cysteine,DB03963,17753880.0,46508261.0,[H][C@](N)(CS[As](C)C)C(O)=O,COPG1,
S-(Dimethylarsenic)Cysteine,DB03963,17753880.0,46508261.0,[H][C@](N)(CS[As](C)C)C(O)=O,XRCC4,
S-(Dimethylarsenic)Cysteine,DB03963,17753880.0,46508261.0,[H][C@](N)(CS[As](C)C)C(O)=O,msrA,
4-Hydroxy-Aconitate Ion,DB03964,5287714.0,46504769.0,[H]\C(C([O-])=O)=C(/C([O-])=O)[C@@]([H])(O)C([O-])=O,ACO2,
Clorobiocin,DB03966,54706138.0,46505267.0,CO[C@@H]1[C@@H](OC(=O)C2=CC=C(C)N2)[C@@H](O)[C@H](OC2=C(Cl)C3=C(C=C2)C(O)=C(NC(=O)C2=CC(CC=C(C)C)=C(O)C=C2)C(=O)O3)OC1(C)C,gyrB,
Dodecyl sulfate,DB03967,8778.0,46507629.0,CCCCCCCCCCCCOS(O)(=O)=O,LYZ,
Dodecyl sulfate,DB03967,8778.0,46507629.0,CCCCCCCCCCCCOS(O)(=O)=O,pagP,
"1-Methyl-2-Oxy-5,5-Dimethyl Pyrrolidine",DB03968,444570.0,46507689.0,CN1C(=O)CCC1(C)C,REN,
"(7R)-7-(6,7-Dihydro-5H-cyclopenta[d]imidazo[2,1-b][1,3]thiazol-2-yl)-2,7-dihydro-1,4-thiazepine-3,6-dicarboxylic acid",DB03970,447998.0,46508013.0,[H][C@]1(SCC(=NC=C1C(O)=O)C(O)=O)C1=CN2C(SC3=C2CCC3)=N1,bla,
"(7R)-7-(6,7-Dihydro-5H-cyclopenta[d]imidazo[2,1-b][1,3]thiazol-2-yl)-2,7-dihydro-1,4-thiazepine-3,6-dicarboxylic acid",DB03970,447998.0,46508013.0,[H][C@]1(SCC(=NC=C1C(O)=O)C(O)=O)C1=CN2C(SC3=C2CCC3)=N1,ampC,
Acarbose Derived Hexasaccharide,DB03971,449167.0,46506963.0,[H][C@]1(C)O[C@]([H])(O[C@]2([H])[C@@]([H])(CO)O[C@]([H])(OC[C@@]3([H])O[C@@]([H])(O)[C@]([H])(O)[C@@]([H])(O)[C@]3([H])O)[C@]([H])(O)[C@@]2([H])O)[C@]([H])(O)[C@@]([H])(O)[C@]1([H])N[C@@]1([H])C=C(CO)[C@@]([H])(O[C@@]2([H])O[C@]([H])(CO)[C@@]([H])(O[C@@]3([H])O[C@]([H])(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]3([H])O)[C@]([H])(O)[C@@]2([H])O)[C@]([H])(O)[C@@]1([H])O,amyM,
Acarbose Derived Hexasaccharide,DB03971,449167.0,46506963.0,[H][C@]1(C)O[C@]([H])(O[C@]2([H])[C@@]([H])(CO)O[C@]([H])(OC[C@@]3([H])O[C@@]([H])(O)[C@]([H])(O)[C@@]([H])(O)[C@]3([H])O)[C@]([H])(O)[C@@]2([H])O)[C@]([H])(O)[C@@]([H])(O)[C@]1([H])N[C@@]1([H])C=C(CO)[C@@]([H])(O[C@@]2([H])O[C@]([H])(CO)[C@@]([H])(O[C@@]3([H])O[C@]([H])(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]3([H])O)[C@]([H])(O)[C@@]2([H])O)[C@]([H])(O)[C@@]1([H])O,AMY2A,
"3-[2,6,8-Trioxo-9-[(2R,3R,4R)-2,3,4,5-tetrahydroxypentyl]-3H-purin-7-yl]propyl dihydrogen phosphate",DB03973,657026.0,46505372.0,[H]N1C2=C(N(CCCOP(O)(O)=O)C(=O)N2C[C@@H](O)[C@@H](O)[C@H](O)CO)C(=O)N([H])C1=O,ribH,
L-homoarginine,DB03974,9085.0,46506308.0,N[C@@H](CCCCNC(N)=N)C(O)=O,NOS3,
Mercuribenzoic Acid,DB03975,8747.0,46507167.0,OC(=O)C1=CC=C([Hg])C=C1,CA2,
Mercuribenzoic Acid,DB03975,8747.0,46507167.0,OC(=O)C1=CC=C([Hg])C=C1,cutA,
Phosphorylisopropane,DB03976,15391.0,46505028.0,CC(C)OP(O)(O)=O,PRSS2,
Phosphorylisopropane,DB03976,15391.0,46505028.0,CC(C)OP(O)(O)=O,CTRB1,
Phosphorylisopropane,DB03976,15391.0,46505028.0,CC(C)OP(O)(O)=O,PRSS1,
Phosphorylisopropane,DB03976,15391.0,46505028.0,CC(C)OP(O)(O)=O,BVRF2/BdRF1,
Trimethyllysine,DB03977,440121.0,46505213.0,C[N+](C)(C)CCCC[C@H](N)C(O)=O,CYCS,
Trimethyllysine,DB03977,440121.0,46505213.0,C[N+](C)(C)CCCC[C@H](N)C(O)=O,CALM1,
Tyrosinal,DB03978,445993.0,46505540.0,[H][C@](N)(CC1=CC=C(O)C=C1)C=O,YARS,
Tyrosinal,DB03978,445993.0,46505540.0,[H][C@](N)(CC1=CC=C(O)C=C1)C=O,YARS1,
Tyrosinal,DB03978,445993.0,46505540.0,[H][C@](N)(CC1=CC=C(O)C=C1)C=O,tyrS,
Tyrosinal,DB03978,445993.0,46505540.0,[H][C@](N)(CC1=CC=C(O)C=C1)C=O,pcp,
1-[Glycerolylphosphonyl]-2-[8-(2-Hexyl-Cyclopropyl)-Octanal-1-Yl]-3-[Hexadecanal-1-Yl]-Glycerol,DB03979,131704264.0,46507734.0,[H]C(O)(CO)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCC[C@@]1([H])C[C@@]1([H])CCCCCC,hmp,
4-(Fluorophenyl)-1-Cyclopropylmethyl-5-(2-Amino-4-Pyrimidinyl)Imidazole,DB03980,5172.0,46508668.0,NC1=NC(=CC=N1)C1=C(N=CN1CC1CC1)C1=CC=C(F)C=C1,MAPK14,
"1,4-Dideoxy-5-Dehydro-O2-Sulfo-Glucuronic Acid",DB03981,444552.0,46508196.0,[H][C@@]1(O)OC(=C[C@]([H])(O)[C@@]1([H])OS(O)(=O)=O)C(O)=O,FGF2,
"1,4-Dideoxy-5-Dehydro-O2-Sulfo-Glucuronic Acid",DB03981,444552.0,46508196.0,[H][C@@]1(O)OC(=C[C@]([H])(O)[C@@]1([H])OS(O)(=O)=O)C(O)=O,HS3ST3A1,
"1,4-Dideoxy-5-Dehydro-O2-Sulfo-Glucuronic Acid",DB03981,444552.0,46508196.0,[H][C@@]1(O)OC(=C[C@]([H])(O)[C@@]1([H])OS(O)(=O)=O)C(O)=O,ANXA5,
"Compound 5, 2-(Naphthalen-1-Yl-Oxalyl-Amino)-Benzoicacid",DB03982,447411.0,46506987.0,OC(=O)C(=O)N(C1=CC=CC=C1C(O)=O)C1=CC=CC2=C1C=CC=C2,PTPN1,
"{[2-Amino-4-oxo-6,7-di(sulfanyl-κS)-3,5,5a,8,9a,10-hexahydro-4H-pyrano[3,2-g]pteridin-8-yl]methyl dihydrogenato(2-) phosphate}(dioxo)sulfanylmolybdenum",DB03983,46936855.0,46507235.0,NC1=NC2=C(N[C@@H]3[C@H](N2)O[C@@H](COP(O)(O)=O)C2=C3S[Mo](S)(=O)(=O)S2)C(=O)N1,SUOX,
