,NSC,drug,gene,num,rank,dti_existed,predicted_positive,drug_gene,pubmed_hit,top5,key,MECHANISM
3172,767214,Bisindolylmaleimide deriv. 42,IGLV1-44,0,5,0,0,767214_IGLV1-44,False,True,767214_IGLV1-44,Kinase
3173,767203,Bisindolylmaleimide deriv. 40,CCDC50,0,5,0,0,767203_CCDC50,False,True,767203_CCDC50,Kinase
3174,767206,"3-(3-aminophenyl)-4-(1-methyl-1H-indol-3-yl)-1H-pyrrole-2,5-dione",TEAD1,0,3,0,0,767206_TEAD1,False,True,767206_TEAD1,Kinase
3175,767215,Bisindolylmaleimide deriv. 48,IFI16,0,1,0,0,767215_IFI16,False,True,767215_IFI16,Kinase
3176,767219,(Phenylindolyl)maleimide deriv. 72,SPP1,0,2,0,0,767219_SPP1,False,True,767219_SPP1,Kinase
3177,767219,(Phenylindolyl)maleimide deriv. 72,SLC43A3,0,3,0,0,767219_SLC43A3,False,True,767219_SLC43A3,Kinase
3178,767219,(Phenylindolyl)maleimide deriv. 72,LOC100128816,0,4,0,0,767219_LOC100128816,False,True,767219_LOC100128816,Kinase
3179,767220,Bisindolylmaleimide deriv. 28,DDX3Y,0,4,0,0,767220_DDX3Y,False,True,767220_DDX3Y,Kinase
3180,767220,Bisindolylmaleimide deriv. 28,RPS4Y1,0,3,0,0,767220_RPS4Y1,False,True,767220_RPS4Y1,Kinase
3181,767220,Bisindolylmaleimide deriv. 28,SRPX,0,5,0,0,767220_SRPX,False,True,767220_SRPX,Kinase
3182,767221,(Phenylindolyl)maleimide deriv. 66,APP,0,1,0,0,767221_APP,False,True,767221_APP,Kinase
3183,767219,(Phenylindolyl)maleimide deriv. 72,ANXA2P2,0,5,0,0,767219_ANXA2P2,False,True,767219_ANXA2P2,Kinase
3184,767220,Bisindolylmaleimide deriv. 28,SPP1,0,2,0,0,767220_SPP1,False,True,767220_SPP1,Kinase
3185,767220,Bisindolylmaleimide deriv. 28,APBB1IP,0,1,0,0,767220_APBB1IP,False,True,767220_APBB1IP,Kinase
3186,767221,(Phenylindolyl)maleimide deriv. 66,ND2,0,3,0,0,767221_ND2,False,True,767221_ND2,Kinase
3187,767221,(Phenylindolyl)maleimide deriv. 66,ARHGAP29,0,2,0,0,767221_ARHGAP29,False,True,767221_ARHGAP29,Kinase
3188,767221,(Phenylindolyl)maleimide deriv. 66,RPL3,0,4,0,0,767221_RPL3,False,True,767221_RPL3,Kinase
3189,767221,(Phenylindolyl)maleimide deriv. 66,CD9,0,5,0,0,767221_CD9,False,True,767221_CD9,Kinase
3190,767222,(Phenylindolyl)maleimide deriv. 77,RPS17P5,0,2,0,0,767222_RPS17P5,False,True,767222_RPS17P5,Kinase
3191,767222,(Phenylindolyl)maleimide deriv. 77,SPP1,0,1,0,0,767222_SPP1,False,True,767222_SPP1,Kinase
3192,767222,(Phenylindolyl)maleimide deriv. 77,LOC100128816,0,5,0,0,767222_LOC100128816,False,True,767222_LOC100128816,Kinase
3193,767222,(Phenylindolyl)maleimide deriv. 77,ANXA2P2,0,3,0,0,767222_ANXA2P2,False,True,767222_ANXA2P2,Kinase
3194,767222,(Phenylindolyl)maleimide deriv. 77,TGFBI,0,4,0,0,767222_TGFBI,False,True,767222_TGFBI,Kinase
3195,767224,(Phenylindolyl)maleimide deriv. 74,ARHGAP29,0,1,0,0,767224_ARHGAP29,False,True,767224_ARHGAP29,Kinase
3196,767224,(Phenylindolyl)maleimide deriv. 74,SDC4,0,2,0,0,767224_SDC4,False,True,767224_SDC4,Kinase
3197,767224,(Phenylindolyl)maleimide deriv. 74,MAL2,0,4,0,0,767224_MAL2,False,True,767224_MAL2,Kinase
3198,767224,(Phenylindolyl)maleimide deriv. 74,APP,0,3,0,0,767224_APP,False,True,767224_APP,Kinase
3199,767224,(Phenylindolyl)maleimide deriv. 74,SGMS2,0,5,0,0,767224_SGMS2,False,True,767224_SGMS2,Kinase
3200,767225,Bisindolylmaleimide deriv. 56,ADAMTS1,0,2,0,0,767225_ADAMTS1,False,True,767225_ADAMTS1,Kinase
3201,767225,Bisindolylmaleimide deriv. 56,IFI16,0,1,0,0,767225_IFI16,False,True,767225_IFI16,Kinase
3202,767225,Bisindolylmaleimide deriv. 56,ITGB5,0,5,0,0,767225_ITGB5,False,True,767225_ITGB5,Kinase
3203,767225,Bisindolylmaleimide deriv. 56,HEXB,0,3,0,0,767225_HEXB,False,True,767225_HEXB,Kinase
3204,767225,Bisindolylmaleimide deriv. 56,LOC100128816,0,4,0,0,767225_LOC100128816,False,True,767225_LOC100128816,Kinase
3205,767226,Bisindolylmaleimide 6d,LOC100128816,0,1,0,0,767226_LOC100128816,False,True,767226_LOC100128816,Kinase
3206,767226,Bisindolylmaleimide 6d,IFI16,0,2,0,0,767226_IFI16,False,True,767226_IFI16,Kinase
3207,767226,Bisindolylmaleimide 6d,LITAF,0,3,0,0,767226_LITAF,False,True,767226_LITAF,Kinase
3208,767227,"1H-Pyrrole-2,5-dione, 3-(1H-indol-3-yl)-4-(1-methyl-1H-indol-3-yl)-",SGMS2,0,1,0,0,767227_SGMS2,False,True,767227_SGMS2,Kinase
3209,767227,"1H-Pyrrole-2,5-dione, 3-(1H-indol-3-yl)-4-(1-methyl-1H-indol-3-yl)-",APP,0,2,0,0,767227_APP,False,True,767227_APP,Kinase
3210,767226,Bisindolylmaleimide 6d,HEXB,0,5,0,0,767226_HEXB,False,True,767226_HEXB,Kinase
3211,767227,"1H-Pyrrole-2,5-dione, 3-(1H-indol-3-yl)-4-(1-methyl-1H-indol-3-yl)-",AHNAK,0,3,0,0,767227_AHNAK,False,True,767227_AHNAK,Kinase
3212,767227,"1H-Pyrrole-2,5-dione, 3-(1H-indol-3-yl)-4-(1-methyl-1H-indol-3-yl)-",SDC4,0,4,0,0,767227_SDC4,False,True,767227_SDC4,Kinase
3213,767226,Bisindolylmaleimide 6d,TMEM47,0,4,0,0,767226_TMEM47,False,True,767226_TMEM47,Kinase
3214,767228,"3-(1-methyl-1H-indol-3-yl)-4-(pyridin-3-yl)-1H-pyrrole-2,5-dione",SPP1,0,1,0,0,767228_SPP1,False,True,767228_SPP1,Kinase
3215,767228,"3-(1-methyl-1H-indol-3-yl)-4-(pyridin-3-yl)-1H-pyrrole-2,5-dione",LOC100128816,0,2,0,0,767228_LOC100128816,False,True,767228_LOC100128816,Kinase
3216,767228,"3-(1-methyl-1H-indol-3-yl)-4-(pyridin-3-yl)-1H-pyrrole-2,5-dione",TGFBI,0,5,0,0,767228_TGFBI,False,True,767228_TGFBI,Kinase
3217,767228,"3-(1-methyl-1H-indol-3-yl)-4-(pyridin-3-yl)-1H-pyrrole-2,5-dione",IFI16,0,4,0,0,767228_IFI16,False,True,767228_IFI16,Kinase
3218,767227,"1H-Pyrrole-2,5-dione, 3-(1H-indol-3-yl)-4-(1-methyl-1H-indol-3-yl)-",PRDX1,0,5,0,0,767227_PRDX1,False,True,767227_PRDX1,Kinase
3219,767228,"3-(1-methyl-1H-indol-3-yl)-4-(pyridin-3-yl)-1H-pyrrole-2,5-dione",LITAF,0,3,0,0,767228_LITAF,False,True,767228_LITAF,Kinase
3220,767229,Bisindolylmaleimide 6c,SGMS2,0,5,0,0,767229_SGMS2,False,True,767229_SGMS2,Kinase
3221,767229,Bisindolylmaleimide 6c,ABLIM1,0,1,0,0,767229_ABLIM1,False,True,767229_ABLIM1,Kinase
3222,767230,Bisindolylmaleimide 5a,SPP1,0,1,0,0,767230_SPP1,False,True,767230_SPP1,Kinase
3223,767230,Bisindolylmaleimide 5a,DSE,0,2,0,0,767230_DSE,False,True,767230_DSE,Kinase
3224,767230,Bisindolylmaleimide 5a,LOC100128816,0,4,0,0,767230_LOC100128816,False,True,767230_LOC100128816,Kinase
3225,767231,Bisindolylmaleimide 7,COL12A1,0,2,0,0,767231_COL12A1,False,True,767231_COL12A1,Kinase
3226,767230,Bisindolylmaleimide 5a,ANXA2P2,0,3,0,0,767230_ANXA2P2,False,True,767230_ANXA2P2,Kinase
3227,767230,Bisindolylmaleimide 5a,SRPX,0,5,0,0,767230_SRPX,False,True,767230_SRPX,Kinase
3228,767229,Bisindolylmaleimide 6c,PCBD1,0,3,0,0,767229_PCBD1,False,True,767229_PCBD1,Kinase
3229,767229,Bisindolylmaleimide 6c,CD24,0,2,0,0,767229_CD24,False,True,767229_CD24,Kinase
3230,767229,Bisindolylmaleimide 6c,RRAS,0,4,0,0,767229_RRAS,False,True,767229_RRAS,Kinase
3231,767231,Bisindolylmaleimide 7,NRP1,0,1,0,0,767231_NRP1,False,True,767231_NRP1,Kinase
3232,767231,Bisindolylmaleimide 7,ALCAM,0,3,0,0,767231_ALCAM,False,True,767231_ALCAM,Kinase
3233,767231,Bisindolylmaleimide 7,MAL2,0,4,0,0,767231_MAL2,False,True,767231_MAL2,Kinase
3234,767232,Bisindolylmaleimide 6a,ARHGAP29,0,2,0,0,767232_ARHGAP29,False,True,767232_ARHGAP29,Kinase
3235,767232,Bisindolylmaleimide 6a,PLK2,0,3,0,0,767232_PLK2,False,True,767232_PLK2,Kinase
3236,767231,Bisindolylmaleimide 7,ARHGAP29,0,5,0,0,767231_ARHGAP29,False,True,767231_ARHGAP29,Kinase
3237,767232,Bisindolylmaleimide 6a,SH3BP4,0,5,0,0,767232_SH3BP4,False,True,767232_SH3BP4,Kinase
3238,767232,Bisindolylmaleimide 6a,COL12A1,0,1,0,0,767232_COL12A1,False,True,767232_COL12A1,Kinase
3239,767232,Bisindolylmaleimide 6a,NRP1,0,4,0,0,767232_NRP1,False,True,767232_NRP1,Kinase
3240,767236,"1-[3-[3-[4-(1-Methylindol-3-yl)-2,5-dioxopyrrol-3-yl]indol-1-yl]propyl]-2-nitroguanidine",LOC100128816,0,1,0,0,767236_LOC100128816,False,True,767236_LOC100128816,Kinase
3241,767236,"1-[3-[3-[4-(1-Methylindol-3-yl)-2,5-dioxopyrrol-3-yl]indol-1-yl]propyl]-2-nitroguanidine",CRACR2A,0,3,0,0,767236_CRACR2A,False,True,767236_CRACR2A,Kinase
3242,767236,"1-[3-[3-[4-(1-Methylindol-3-yl)-2,5-dioxopyrrol-3-yl]indol-1-yl]propyl]-2-nitroguanidine",LITAF,0,2,0,0,767236_LITAF,False,True,767236_LITAF,Kinase
3243,767236,"1-[3-[3-[4-(1-Methylindol-3-yl)-2,5-dioxopyrrol-3-yl]indol-1-yl]propyl]-2-nitroguanidine",SPG20,0,4,0,0,767236_SPG20,False,True,767236_SPG20,Kinase
3244,767237,bisindolylmaleimide IX,LOC100128816,0,1,0,0,767237_LOC100128816,False,True,767237_LOC100128816,Kinase
3245,767237,bisindolylmaleimide IX,TMEM47,0,5,0,0,767237_TMEM47,False,True,767237_TMEM47,Kinase
3246,767236,"1-[3-[3-[4-(1-Methylindol-3-yl)-2,5-dioxopyrrol-3-yl]indol-1-yl]propyl]-2-nitroguanidine",ANXA6,0,5,0,0,767236_ANXA6,False,True,767236_ANXA6,Kinase
3247,767237,bisindolylmaleimide IX,CRACR2A,0,3,0,0,767237_CRACR2A,False,True,767237_CRACR2A,Kinase
3248,767237,bisindolylmaleimide IX,LITAF,0,4,0,0,767237_LITAF,False,True,767237_LITAF,Kinase
3249,767237,bisindolylmaleimide IX,SPP1,0,2,0,0,767237_SPP1,False,True,767237_SPP1,Kinase
3250,767238,Bisindolylmaleimide deriv. 5b,CD24,0,1,0,0,767238_CD24,False,True,767238_CD24,Kinase
3251,767238,Bisindolylmaleimide deriv. 5b,KRT8P2,0,2,0,0,767238_KRT8P2,False,True,767238_KRT8P2,Kinase
3252,767239,Bisindolylmaleimide 13,LOC100128816,0,1,0,0,767239_LOC100128816,False,True,767239_LOC100128816,Kinase
3253,767238,Bisindolylmaleimide deriv. 5b,SGMS2,0,5,0,0,767238_SGMS2,False,True,767238_SGMS2,Kinase
3254,767239,Bisindolylmaleimide 13,SPP1,0,3,0,0,767239_SPP1,False,True,767239_SPP1,Kinase
3255,767239,Bisindolylmaleimide 13,TMEM47,0,4,0,0,767239_TMEM47,False,True,767239_TMEM47,Kinase
3256,767238,Bisindolylmaleimide deriv. 5b,ABLIM1,0,4,0,0,767238_ABLIM1,False,True,767238_ABLIM1,Kinase
3257,767238,Bisindolylmaleimide deriv. 5b,KRT8P42,0,3,0,0,767238_KRT8P42,False,True,767238_KRT8P42,Kinase
3258,767239,Bisindolylmaleimide 13,IFI16,0,5,0,0,767239_IFI16,False,True,767239_IFI16,Kinase
3259,767239,Bisindolylmaleimide 13,CRACR2A,0,2,0,0,767239_CRACR2A,False,True,767239_CRACR2A,Kinase
3260,767240,Bisindolylmaleimide deriv. 17,CD24,0,1,0,0,767240_CD24,False,True,767240_CD24,Kinase
3261,767240,Bisindolylmaleimide deriv. 17,PPIC,0,5,0,0,767240_PPIC,False,True,767240_PPIC,Kinase
3262,767240,Bisindolylmaleimide deriv. 17,SGMS2,0,2,0,0,767240_SGMS2,False,True,767240_SGMS2,Kinase
3263,767240,Bisindolylmaleimide deriv. 17,PCBD1,0,4,0,0,767240_PCBD1,False,True,767240_PCBD1,Kinase
3264,767242,"3-[8-(Aminomethyl)-6,7,8,9-tetrahydropyrido[1,2-a]indol-10-yl]-4-(1-methylindol-3-yl)pyrrole-2,5-dione",APBB1IP,0,3,0,0,767242_APBB1IP,False,True,767242_APBB1IP,Kinase
3265,767242,"3-[8-(Aminomethyl)-6,7,8,9-tetrahydropyrido[1,2-a]indol-10-yl]-4-(1-methylindol-3-yl)pyrrole-2,5-dione",SPP1,0,2,0,0,767242_SPP1,False,True,767242_SPP1,Kinase
3266,767240,Bisindolylmaleimide deriv. 17,KRT8P2,0,3,0,0,767240_KRT8P2,False,True,767240_KRT8P2,Kinase
3267,767242,"3-[8-(Aminomethyl)-6,7,8,9-tetrahydropyrido[1,2-a]indol-10-yl]-4-(1-methylindol-3-yl)pyrrole-2,5-dione",CRACR2A,0,4,0,0,767242_CRACR2A,False,True,767242_CRACR2A,Kinase
3268,767243,Bisindolylmaleimide 11a,RPS17P5,0,1,0,0,767243_RPS17P5,False,True,767243_RPS17P5,Kinase
3269,767242,"3-[8-(Aminomethyl)-6,7,8,9-tetrahydropyrido[1,2-a]indol-10-yl]-4-(1-methylindol-3-yl)pyrrole-2,5-dione",BAX,0,5,0,0,767242_BAX,False,True,767242_BAX,Kinase
3270,767243,Bisindolylmaleimide 11a,LOC100128816,0,2,0,0,767243_LOC100128816,False,True,767243_LOC100128816,Kinase
3271,767243,Bisindolylmaleimide 11a,SPP1,0,3,0,0,767243_SPP1,False,True,767243_SPP1,Kinase
3272,767243,Bisindolylmaleimide 11a,KRT18P47,0,4,0,0,767243_KRT18P47,False,True,767243_KRT18P47,Kinase
3273,767244,(Arylindolyl)maleimide deriv. 15,SPP1,0,2,0,0,767244_SPP1,False,True,767244_SPP1,Kinase
3274,767244,(Arylindolyl)maleimide deriv. 15,APBB1IP,0,1,0,0,767244_APBB1IP,False,True,767244_APBB1IP,Kinase
3275,767244,(Arylindolyl)maleimide deriv. 15,RPS4Y1,0,3,0,0,767244_RPS4Y1,False,True,767244_RPS4Y1,Kinase
3276,767243,Bisindolylmaleimide 11a,PLK1,0,5,0,0,767243_PLK1,False,True,767243_PLK1,Kinase
3277,767244,(Arylindolyl)maleimide deriv. 15,LOC100128816,0,4,0,0,767244_LOC100128816,False,True,767244_LOC100128816,Kinase
3278,767244,(Arylindolyl)maleimide deriv. 15,DDX3Y,0,5,0,0,767244_DDX3Y,False,True,767244_DDX3Y,Kinase
3279,767246,(Phenylindolyl)maleimide deriv. 67,LOC100128816,0,1,0,0,767246_LOC100128816,False,True,767246_LOC100128816,Kinase
3280,767246,(Phenylindolyl)maleimide deriv. 67,LITAF,0,2,0,0,767246_LITAF,False,True,767246_LITAF,Kinase
3281,767246,(Phenylindolyl)maleimide deriv. 67,TMEM47,0,5,0,0,767246_TMEM47,False,True,767246_TMEM47,Kinase
3282,767246,(Phenylindolyl)maleimide deriv. 67,SPP1,0,4,0,0,767246_SPP1,False,True,767246_SPP1,Kinase
3283,767246,(Phenylindolyl)maleimide deriv. 67,IFI16,0,3,0,0,767246_IFI16,False,True,767246_IFI16,Kinase
3284,767247,Bisindolylmaleimide deriv. 9a,MIF,0,1,0,0,767247_MIF,False,True,767247_MIF,Kinase
3285,767247,Bisindolylmaleimide deriv. 9a,ARHGAP29,0,2,0,0,767247_ARHGAP29,False,True,767247_ARHGAP29,Kinase
3286,767247,Bisindolylmaleimide deriv. 9a,PTBP1,0,5,0,0,767247_PTBP1,False,True,767247_PTBP1,Kinase
3287,767247,Bisindolylmaleimide deriv. 9a,ELOVL5,0,3,0,0,767247_ELOVL5,False,True,767247_ELOVL5,Kinase
3288,767248,Bisindolylmaleimide deriv. 18a,LOC100128816,0,1,0,0,767248_LOC100128816,False,True,767248_LOC100128816,Kinase
3289,767247,Bisindolylmaleimide deriv. 9a,SDC4,0,4,0,0,767247_SDC4,False,True,767247_SDC4,Kinase
3290,767248,Bisindolylmaleimide deriv. 18a,HMGCR,0,3,0,0,767248_HMGCR,False,True,767248_HMGCR,Kinase
3291,767248,Bisindolylmaleimide deriv. 18a,BAX,0,2,0,0,767248_BAX,False,True,767248_BAX,Kinase
3292,767242,"3-[8-(Aminomethyl)-6,7,8,9-tetrahydropyrido[1,2-a]indol-10-yl]-4-(1-methylindol-3-yl)pyrrole-2,5-dione",LOC100128816,0,1,0,0,767242_LOC100128816,False,True,767242_LOC100128816,Kinase
3293,767248,Bisindolylmaleimide deriv. 18a,SPP1,0,4,0,0,767248_SPP1,False,True,767248_SPP1,Kinase
3294,767248,Bisindolylmaleimide deriv. 18a,SLC43A3,0,5,0,0,767248_SLC43A3,False,True,767248_SLC43A3,Kinase
3295,767250,"5-(2-Chlorophenyl)-7-nitro-2,10-dihydrobenzo[e]pyrazolo[4,3-b][1,4]diazepine",LOC100128816,0,1,0,0,767250_LOC100128816,False,True,767250_LOC100128816,Kinase
3296,767250,"5-(2-Chlorophenyl)-7-nitro-2,10-dihydrobenzo[e]pyrazolo[4,3-b][1,4]diazepine",LITAF,0,2,0,0,767250_LITAF,False,True,767250_LITAF,Kinase
3297,767250,"5-(2-Chlorophenyl)-7-nitro-2,10-dihydrobenzo[e]pyrazolo[4,3-b][1,4]diazepine",SPG20,0,5,0,0,767250_SPG20,False,True,767250_SPG20,Kinase
3298,767250,"5-(2-Chlorophenyl)-7-nitro-2,10-dihydrobenzo[e]pyrazolo[4,3-b][1,4]diazepine",SPP1,0,3,0,0,767250_SPP1,False,True,767250_SPP1,Kinase
3299,767250,"5-(2-Chlorophenyl)-7-nitro-2,10-dihydrobenzo[e]pyrazolo[4,3-b][1,4]diazepine",CRACR2A,0,4,0,0,767250_CRACR2A,False,True,767250_CRACR2A,Kinase
3300,767252,"3-(1H-Pyrrole-2-ylmethylene)-5-fluoro-2,3-dihydro-1H-indole-2-one",CRACR2A,0,4,0,0,767252_CRACR2A,False,True,767252_CRACR2A,Kinase
3301,767252,"3-(1H-Pyrrole-2-ylmethylene)-5-fluoro-2,3-dihydro-1H-indole-2-one",LOC100128816,0,1,0,0,767252_LOC100128816,False,True,767252_LOC100128816,Kinase
3302,767252,"3-(1H-Pyrrole-2-ylmethylene)-5-fluoro-2,3-dihydro-1H-indole-2-one",SPP1,0,2,0,0,767252_SPP1,False,True,767252_SPP1,Kinase
3303,767252,"3-(1H-Pyrrole-2-ylmethylene)-5-fluoro-2,3-dihydro-1H-indole-2-one",IFI16,0,3,0,0,767252_IFI16,False,True,767252_IFI16,Kinase
3304,767252,"3-(1H-Pyrrole-2-ylmethylene)-5-fluoro-2,3-dihydro-1H-indole-2-one",SRPX,0,5,0,0,767252_SRPX,False,True,767252_SRPX,Kinase
3305,767253,"(3Z)-3-[(3-methoxy-1H-pyrrol-2-yl)methylidene]-2,3-dihydro-1H-indol-2-one",LOC100128816,0,1,0,0,767253_LOC100128816,False,True,767253_LOC100128816,Kinase
3306,767253,"(3Z)-3-[(3-methoxy-1H-pyrrol-2-yl)methylidene]-2,3-dihydro-1H-indol-2-one",APBB1IP,0,2,0,0,767253_APBB1IP,False,True,767253_APBB1IP,Kinase
3307,767253,"(3Z)-3-[(3-methoxy-1H-pyrrol-2-yl)methylidene]-2,3-dihydro-1H-indol-2-one",SPP1,0,3,0,0,767253_SPP1,False,True,767253_SPP1,Kinase
3308,767253,"(3Z)-3-[(3-methoxy-1H-pyrrol-2-yl)methylidene]-2,3-dihydro-1H-indol-2-one",HEG1,0,4,0,0,767253_HEG1,False,True,767253_HEG1,Kinase
3309,767255,"5-(2-Chlorophenyl)-3-isopropyl-7-nitro-2,10-dihydrobenzo[e]pyrazolo[4,3-b][1,4]diazepine",ANXA6,0,4,0,0,767255_ANXA6,False,True,767255_ANXA6,Kinase
3310,767255,"5-(2-Chlorophenyl)-3-isopropyl-7-nitro-2,10-dihydrobenzo[e]pyrazolo[4,3-b][1,4]diazepine",BAX,0,5,0,0,767255_BAX,False,True,767255_BAX,Kinase
3311,767253,"(3Z)-3-[(3-methoxy-1H-pyrrol-2-yl)methylidene]-2,3-dihydro-1H-indol-2-one",CRACR2A,0,5,0,0,767253_CRACR2A,False,True,767253_CRACR2A,Kinase
3312,767254,PharmaGSID_48505,LOC100128816,0,1,0,0,767254_LOC100128816,False,True,767254_LOC100128816,Kinase
3313,767256,"5-(2-Fluorophenyl)-3-methyl-2,10-dihydropyrazolo[3,4-b][1,4]benzodiazepine-7-carbonitrile",APBB1IP,0,1,0,0,767256_APBB1IP,False,True,767256_APBB1IP,Kinase
3314,767256,"5-(2-Fluorophenyl)-3-methyl-2,10-dihydropyrazolo[3,4-b][1,4]benzodiazepine-7-carbonitrile",LOC100128816,0,4,0,0,767256_LOC100128816,False,True,767256_LOC100128816,Kinase
3315,767256,"5-(2-Fluorophenyl)-3-methyl-2,10-dihydropyrazolo[3,4-b][1,4]benzodiazepine-7-carbonitrile",SPP1,0,5,0,0,767256_SPP1,False,True,767256_SPP1,Kinase
3316,767257,"5-(2-Chlorophenyl)-7-methoxy-3-methyl-2,10-dihydropyrazolo[3,4-b][1,4]benzodiazepine",APBB1IP,0,1,0,0,767257_APBB1IP,False,True,767257_APBB1IP,Kinase
3317,767254,PharmaGSID_48505,PSMB8,0,2,0,0,767254_PSMB8,False,True,767254_PSMB8,Kinase
3318,767257,"5-(2-Chlorophenyl)-7-methoxy-3-methyl-2,10-dihydropyrazolo[3,4-b][1,4]benzodiazepine",HMGCR,0,2,0,0,767257_HMGCR,False,True,767257_HMGCR,Kinase
3319,767254,PharmaGSID_48505,LITAF,0,4,0,0,767254_LITAF,False,True,767254_LITAF,Kinase
3320,767254,PharmaGSID_48505,IFI16,0,3,0,0,767254_IFI16,False,True,767254_IFI16,Kinase
3321,767255,"5-(2-Chlorophenyl)-3-isopropyl-7-nitro-2,10-dihydrobenzo[e]pyrazolo[4,3-b][1,4]diazepine",LOC100128816,0,1,0,0,767255_LOC100128816,False,True,767255_LOC100128816,Kinase
3322,767256,"5-(2-Fluorophenyl)-3-methyl-2,10-dihydropyrazolo[3,4-b][1,4]benzodiazepine-7-carbonitrile",SLC43A3,0,2,0,0,767256_SLC43A3,False,True,767256_SLC43A3,Kinase
3323,767255,"5-(2-Chlorophenyl)-3-isopropyl-7-nitro-2,10-dihydrobenzo[e]pyrazolo[4,3-b][1,4]diazepine",TMEM47,0,3,0,0,767255_TMEM47,False,True,767255_TMEM47,Kinase
3324,767255,"5-(2-Chlorophenyl)-3-isopropyl-7-nitro-2,10-dihydrobenzo[e]pyrazolo[4,3-b][1,4]diazepine",CRACR2A,0,2,0,0,767255_CRACR2A,False,True,767255_CRACR2A,Kinase
3325,767256,"5-(2-Fluorophenyl)-3-methyl-2,10-dihydropyrazolo[3,4-b][1,4]benzodiazepine-7-carbonitrile",HMGCR,0,3,0,0,767256_HMGCR,False,True,767256_HMGCR,Kinase
3326,767259,"(Z)-1,3-Dihydro-5-fluoro-4-[3-(N-methylamino)-1-propynyl]-3-[(3-methoxy-1H-pyrrol-2-yl)methylene]-2H-indol-2-one",HMGCR,0,1,0,0,767259_HMGCR,False,True,767259_HMGCR,Kinase
3327,767257,"5-(2-Chlorophenyl)-7-methoxy-3-methyl-2,10-dihydropyrazolo[3,4-b][1,4]benzodiazepine",LOC100128816,0,3,0,0,767257_LOC100128816,False,True,767257_LOC100128816,Kinase
3328,767254,PharmaGSID_48505,SPG20,0,5,0,0,767254_SPG20,False,True,767254_SPG20,Kinase
3329,767259,"(Z)-1,3-Dihydro-5-fluoro-4-[3-(N-methylamino)-1-propynyl]-3-[(3-methoxy-1H-pyrrol-2-yl)methylene]-2H-indol-2-one",APBB1IP,0,2,0,0,767259_APBB1IP,False,True,767259_APBB1IP,Kinase
3330,767257,"5-(2-Chlorophenyl)-7-methoxy-3-methyl-2,10-dihydropyrazolo[3,4-b][1,4]benzodiazepine",BAX,0,5,0,0,767257_BAX,False,True,767257_BAX,Kinase
3331,767257,"5-(2-Chlorophenyl)-7-methoxy-3-methyl-2,10-dihydropyrazolo[3,4-b][1,4]benzodiazepine",SPP1,0,4,0,0,767257_SPP1,False,True,767257_SPP1,Kinase
3332,767259,"(Z)-1,3-Dihydro-5-fluoro-4-[3-(N-methylamino)-1-propynyl]-3-[(3-methoxy-1H-pyrrol-2-yl)methylene]-2H-indol-2-one",SLC43A3,0,3,0,0,767259_SLC43A3,False,True,767259_SLC43A3,Kinase
3333,767259,"(Z)-1,3-Dihydro-5-fluoro-4-[3-(N-methylamino)-1-propynyl]-3-[(3-methoxy-1H-pyrrol-2-yl)methylene]-2H-indol-2-one",BST2,0,4,0,0,767259_BST2,False,True,767259_BST2,Kinase
3334,767260,"N-[5-(2-chlorophenyl)-3-methyl-2,10-dihydropyrazolo[3,4-b][1,4]benzodiazepin-7-yl]acetamide",APBB1IP,0,1,0,0,767260_APBB1IP,False,True,767260_APBB1IP,Kinase
3335,767259,"(Z)-1,3-Dihydro-5-fluoro-4-[3-(N-methylamino)-1-propynyl]-3-[(3-methoxy-1H-pyrrol-2-yl)methylene]-2H-indol-2-one",CDK1,0,5,0,0,767259_CDK1,False,True,767259_CDK1,Kinase
3336,767260,"N-[5-(2-chlorophenyl)-3-methyl-2,10-dihydropyrazolo[3,4-b][1,4]benzodiazepin-7-yl]acetamide",SPP1,0,4,0,0,767260_SPP1,False,True,767260_SPP1,Kinase
3337,767260,"N-[5-(2-chlorophenyl)-3-methyl-2,10-dihydropyrazolo[3,4-b][1,4]benzodiazepin-7-yl]acetamide",BAX,0,5,0,0,767260_BAX,False,True,767260_BAX,Kinase
3338,767260,"N-[5-(2-chlorophenyl)-3-methyl-2,10-dihydropyrazolo[3,4-b][1,4]benzodiazepin-7-yl]acetamide",HMGCR,0,2,0,0,767260_HMGCR,False,True,767260_HMGCR,Kinase
3339,767260,"N-[5-(2-chlorophenyl)-3-methyl-2,10-dihydropyrazolo[3,4-b][1,4]benzodiazepin-7-yl]acetamide",LOC100128816,0,3,0,0,767260_LOC100128816,False,True,767260_LOC100128816,Kinase
3340,767261,"(Z)-1,3-Dihydro-5-fluoro-4-[(4-hydroxy-tetrahydro-pyran-4-yl)ethynyl]-3-[(3-methoxy-1H-pyrrol-2-yl)methylene]-2H-indol-2-one",HMGCR,0,1,0,0,767261_HMGCR,False,True,767261_HMGCR,Kinase
3341,767261,"(Z)-1,3-Dihydro-5-fluoro-4-[(4-hydroxy-tetrahydro-pyran-4-yl)ethynyl]-3-[(3-methoxy-1H-pyrrol-2-yl)methylene]-2H-indol-2-one",SLC43A3,0,2,0,0,767261_SLC43A3,False,True,767261_SLC43A3,Kinase
