NSC #,Drug name,FDA status,Mechanism of action,PubChem SID
704857,(4Z)-2-[(2E)-2-(1H-Indol-3-ylmethylidene)hydrazinyl]-4-(thiophen-2-ylmethylidene)-1H-imidazol-5-one,-,-,135440628
704862,"(4Z)-4-(Furan-2-ylmethylidene)-2-[(2E)-2-(2,3,4,5-tetrahydroxypentylidene)hydrazinyl]-1H-imidazol-5-one",-,-,135505209
704863,"(5E)-5-[[4-Hydroxy-5-[(Z)-indol-3-ylidenemethyl]-1H-imidazol-2-yl]hydrazinylidene]pentane-1,2,3,4-tetrol",-,-,135505210
704868,(4Z)-2-Butylsulfanyl-4-[[4-(dimethylamino)phenyl]methylidene]-1H-imidazol-5-one,-,-,135505211
704873,(4Z)-4-[(2-Hydroxyphenyl)methylidene]-2-(2-phenylhydrazinyl)-1H-imidazol-5-one,-,-,135505214
704875,(4Z)-4-[[4-(Dimethylamino)phenyl]methylidene]-2-(2-phenylhydrazinyl)-1H-imidazol-5-one,-,-,135505216
704881,"1-[4-Azido-5-(hydroxymethyl)tetrahydrofuran-2-yl]-3-(4-bromobutyl)-5-methyl-pyrimidine-2,4-dione",-,-,397325
704883,"Diethyl (Z)-2-[3-[4-azido-5-(hydroxymethyl)oxolan-2-yl]-5-methyl-2,6-dioxopyrimidin-1-yl]but-2-enedioate",-,-,5470763
704885,"2-Butenedioic acid, 2-[5-iodo-2,4-dioxo-3-(2-propynyl)-1...",-,-,5470765
704886,"2-Butenedioic acid, 2-[5-chloro-2,4-dioxo-3-(2-propynyl)...",-,-,5470766
704887,"2-Butenedioic acid, 2-[5-chloro-3-(2-ethoxy-2-oxoethyl)-...",-,-,5470767
704888,"2-Butenedioic acid, 2-[5-chloro-3-(2-ethoxy-2-oxoethyl)-...",-,-,5470768
704894,4-Amino-1-[(Z)-2-diethoxyphosphorylvinyl]pyrimidin-2-one,-,-,5470774
704944,"(6R,6As,12aR)-12a-hydroxy-2,3,9-trimethoxy-6-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-6,6a-dihydrochromeno[3,4-b]chromen-12-one",-,-,397341
704946,11-Deoxyclitoriacetal,-,-,397343
704964,[(2S)-1-[(2S)-2-Benzyl-3-methoxy-5-oxo-2H-pyrrol-1-yl]-3-methyl-1-oxobutan-2-yl] (2S)-1-[(2S)-1-[(2S)-4-methyl-2-[methyl-[(2S)-3-methyl-2-[[(2S)-3-methyl-2-(phenylmethoxycarbonylamino)butanoyl]amino]b,-,-,397354
704969,"(2S)-1-[(2S)-2-[[(2S)-2-[[(2S)-2-(Dibenzylamino)-3-methylbutanoyl]amino]-3-methylbutanoyl]-methylamino]-3-methylbutanoyl]-N-[(2R)-1-[(3,4-dimethoxyphenyl)methylamino]-1-oxopropan-2-yl]-N-methylpyrroli",-,-,5470782
704970,"(2S)-N-[(2R)-1-(1,3-Benzodioxol-5-ylmethylamino)-1-oxopropan-2-yl]-1-[(2S)-2-[[(2S)-2-[[(2S)-2-(dibenzylamino)-3-methylbutanoyl]amino]-3-methylbutanoyl]-methylamino]-3-methylbutanoyl]-N-methylpyrrolid",-,-,397360
704971,"(2S)-N-[(2R)-1-[(2,4-Dimethoxyphenyl)methylamino]-1-oxopropan-2-yl]-N-methyl-1-[(2S)-3-methyl-2-[methyl-[(2S)-3-methyl-2-[[(2S)-3-methyl-2-(octanoylamino)butanoyl]amino]butanoyl]amino]butanoyl]pyrroli",-,-,397361
704972,"(2S)-1-[(2R)-2-[[(2S)-2-[[(2S)-2-[[(2S)-2-(Dibenzylamino)-3-methylbutanoyl]amino]-3-methylbutanoyl]-methylamino]-3-methylbutanoyl]-methylamino]propanoyl]-N-[(2,4-dimethoxyphenyl)methyl]pyrrolidine-2-c",-,-,397362
705016,"(2S,4R,10S,12R)-3,11-Dioxahexacyclo[7.7.2.02,4.05,18.010,12.013,17]octadeca-1(17),5(18),6,8,13,15-hexaene",-,-,397363
705017,"(2S,4R,10R,12S)-6-Nitro-3,11-dioxahexacyclo[7.7.2.02,4.05,18.010,12.013,17]octadeca-1(16),5,7,9(18),13(17),14-hexaene",-,-,397364
705020,"(2R,4S,10R,12S)-6-Bromo-3,11-dioxahexacyclo[7.7.2.02,4.05,18.010,12.013,17]octadeca-1(16),5,7,9(18),13(17),14-hexaene",-,-,397367
705021,"1-[(2S,4R,10R,12S)-3,11-Dioxahexacyclo[7.7.2.02,4.05,18.010,12.013,17]octadeca-1(16),5,7,9(18),13(17),14-hexaen-6-yl]ethanone",-,-,397368
705022,"1-[(2R,4S,10R,12S)-3,11-Dioxahexacyclo[7.7.2.02,4.05,18.010,12.013,17]octadeca-1(16),5,7,9(18),13(17),14-hexaen-6-yl]ethanone",-,-,397369
705023,"[(2S,4R,10R,12S)-3,11-Dioxahexacyclo[7.7.2.02,4.05,18.010,12.013,17]octadeca-1(16),5,7,9(18),13(17),14-hexaen-6-yl] acetate",-,-,397370
705024,"[(2R,4S,10R,12S)-3,11-Dioxahexacyclo[7.7.2.02,4.05,18.010,12.013,17]octadeca-1(16),5,7,9(18),13(17),14-hexaen-6-yl] acetate",-,-,397371
705027,"(1S,2R,4S,5R,7S,9R)-1,2,4,5,7,9-Hexamethyl-3,6,8,10-tetraoxatetracyclo[7.1.0.02,4.05,7]decane",-,-,397374
705028,-,-,-,-
705079,"5,6-Bis(2-pyridinyl)pyrazine-2,3-dicarboxylic acid",-,-,397377
705084,4-butanediylDihydroguaiaretic acid,-,-,161924
705128,(E)-1-Dimethoxyphosphorylbut-2-en-1-ol,-,-,5470785
705144,"(1r,6r)-8-Ethyl-7,9-dimethyl-7,9-diaza-8$l5-phosphabicyclo[4.3.0]nonane 8-oxide",-,-,397403
705149,"(E)-1-[(4R,5R)-1,3-Dibenzyl-2-oxo-4,5-diphenyl-1,3,2lambda5-diazaphospholidin-2-yl]-3-phenylprop-2-en-1-ol",-,-,5470796
705157,-,-,-,-
705162,"3-[(Tert-Butyloxycarbonyl)amino]-7,9-dibromo-1-oxaspiro[4.5]deca-6,9-diene-2,8-dione",-,-,397416
705163,"Ethyl 7,9-dibromo-8-oxo-1-oxa-2-azaspiro[4.5]deca-2,6,9-triene-3-carboxylate",-,-,397417
705167,DA-39244,-,-,397421
705262,ap5p197,-,-,397427
705287,"Tetramethyl (1R,5R,6R,7R,9R)-3,5-dihydroxy-7-(4-nitrophenyl)bicyclo[3.3.1]non-2-ene-2,4,6,9-tetracarboxylate",-,-,54685701
705289,"Tetramethyl (1R,5R,6S,7R,9S)-3-[(E)-3-(4-chlorophenyl)prop-2-enoyl]oxy-5-hydroxy-7-methylbicyclo[3.3.1]non-2-ene-2,4,6,9-tetracarboxylate",-,-,5470804
705290,"Tetramethyl (1R,5R,6S,7R,9S)-3-[(E)-3-(2,6-difluorophenyl)-2-phenylprop-2-enoyl]oxy-5-hydroxy-7-methylbicyclo[3.3.1]non-2-ene-2,4,6,9-tetracarboxylate",-,-,5470805
705291,"Tetramethyl (1R,5R,6S,7R,9S)-3-[(E)-3-(4-chlorophenyl)prop-2-enoyl]oxy-5-hydroxy-7-phenylbicyclo[3.3.1]non-2-ene-2,4,6,9-tetracarboxylate",-,-,5470806
705292,"Tetramethyl (1R,5R,6S,7R,9S)-3-[(E)-2,3-bis(4-chlorophenyl)prop-2-enoyl]oxy-5-hydroxy-7-phenylbicyclo[3.3.1]non-2-ene-2,4,6,9-tetracarboxylate",-,-,5470807
705293,"3-Ethylsulfanyl-1-[(4-methoxyphenyl)methyl]-4-methyl-5,10-dihydrobenzo[g]quinolin-2-one",-,-,397435
705297,3-Methoxy-1-[(4-methoxyphenyl)methyl]-4-methyl-benzo[g]quinolin-2-one,-,-,397439
705305,"[1-[(4-Methoxyphenyl)methyl]-2-oxo-5h-indeno[2,3-e]pyridin-3-yl] trifluoromethanesulfonate",-,-,397447
705316,"22-Thia-3,13-diazahexacyclo[13.6.1.01,13.02,10.04,9.015,20]docosa-2(10),4,6,8-tetraen-14-one",-,-,397458
705318,"7,8-Diphenyl-10-thia-8-azatricyclo[5.2.1.01,5]decan-9-one",-,-,397460
705320,"1-[2-(3,4-Dimethoxyphenyl)acetyl]-3a-methyl-2,3,4,6-tetrahydroindol-5-one",-,-,397462
705323,"Methyl 1-(6-bromo1,3-benzodioxole-5-carbonyl)indoline-5-carboxylate",-,-,397465
705324,"Methyl 5-[(6-bromo1,3-benzodioxole-5-carbonyl)amino]furan-2-carboxylate",-,-,397466
705326,Tert-butyl N-(3-methylbut-3-enyl)-N-(4-propan-2-ylfuran-2-yl)carbamate,-,-,397468
705327,"(Z)-N-(1,3-Benzodioxol-5-ylmethyl)-N-tert-butyl-3-phenylsulfanylprop-2-enamide",-,-,5470808
705328,(3Z)-1-Tert-butyl-4-[hydroxy(phenyl)methyl]-4-methyl-3-(phenylsulfanylmethylidene)pyrrolidin-2-one,-,-,5470809
705330,"(Z)-3-(Benzenesulfinyl)-N-(1,3-benzodioxol-5-ylmethyl)-N-tert-butylprop-2-enamide",-,-,5470811
705331,"2-Propenamide, N-(1,1-dimethylethyl)-N-(phenylmethyl)- 3...",-,-,5470812
705332,(Z)-N-Tert-butyl-2-phenyl-3-phenylsulfanylprop-2-enamide,-,-,5470813
705333,"(4Z)-2-Tert-butyl-5,7-dimethoxy-4-(phenylsulfanylmethylidene)-1H-isoquinolin-3-one",-,-,5470814
705334,"2-Tert-Butyl-4-(phenylthiomethylene)-1,2-dihydroisoquinoline-3(4H)-one",-,-,5470815
705335,(Z)-N-Tert-butyl-N-[(3-methoxyphenyl)methyl]-3-phenylsulfanylprop-2-enamide,-,-,5470816
705336,(Z)-N-Tert-butyl-N-[(Z)-2-methyl-3-phenylprop-2-enyl]-3-phenylsulfanylprop-2-enamide,-,-,5470817
705435,"[(1S,2R)-1-Benzamido-3-[[(1S,2S,3R,4S,7R,9S,10S,12R,15S)-4,12-diacetyloxy-2-benzoyloxy-1,9-dihydroxy-10,14,17,17-tetramethyl-11-oxo-6-oxatetracyclo[11.3.1.03,10.04,7]heptadec-13-en-15-yl]oxy]-3-oxo-1-",-,-,16129931
705436,"[(1S,2S,3R,4S,7R,9S,10S,12R,15S)-15-[(2R,3S)-2-[4-[[(5S,5As,8aR,9R)-9-(4-hydroxy-3,5-dimethoxyphenyl)-8-oxo-5a,6,8a,9-tetrahydro-5H-[2]benzofuro[6,5-f][1,3]benzodioxol-5-yl]iminomethyl]benzoyl]oxy-3-b",-,-,16129932
705437,"[(1S,2R)-1-Benzamido-3-[[(1S,2S,3R,4S,7R,9S,10S,12R,15S)-4,12-diacetyloxy-2-benzoyloxy-1,9-dihydroxy-10,14,17,17-tetramethyl-11-oxo-6-oxatetracyclo[11.3.1.03,10.04,7]heptadec-13-en-15-yl]oxy]-3-oxo-1-",-,-,16129933
705524,"1H-Benzo[a]carbazole-1,4(11H)-dione, 11-(2-nitrophenyl)-",-,-,397482
705533,Kuanoniamine C,-,-,397485
705534,Faradiol,-,-,397486
705584,"1,7-Bis(4-hydroxy-3,5-dimethoxyphenyl)-1,6-heptadiene-3,5-dione",-,-,5470820
705588,-,-,-,-
705591,-,-,-,-
705600,"N-(4-Fluorophenyl)-5-pyridin-2-yl-1,3,4-thiadiazol-2-amine",-,-,397505
705627,"Benzenemethanol, 2-amino-5-(2-benzothiazolyl)-",-,-,397506
705636,"(8R,9S,10R,13S,14S,17S)-17-Acridin-9-yloxy-1,2,6,7,8,9,10,11,12,13,14,15,16,17-tetradecahydrocyclopenta[a]phenanthren-3-one",-,-,397510
705638,"[(8R,9S,13S,14S,17S)-17-Acridin-9-yloxy-13-methyl-6,7,8,9,11,12,14,15,16,17-decahydrocyclopenta[a]phenanthren-3-yl] benzoate",-,-,397512
705701,alsterpaullone,-,-,5005498
705813,"3,3'-Biisoquinoline, 5,5',6,6',7,7',8,8'-octahydro-1,1'-bis(methylsulfonyl)-",-,-,397515
705814,"1-Methylsulfonyl-3-(1-methylsulfonyl-6,7-dihydro-5H-cyclopenta[c]pyridin-3-yl)-5,6,7,8-tetrahydroisoquinoline",-,-,397516
705815,"1-Methylsulfonyl-3-(1-methylsulfonyl-5,6,7,8-tetrahydroisoquinolin-3-yl)-6,7,8,9-tetrahydro-5H-cyclohepta[c]pyridine",-,-,397517
705816,"1-Methylsulfanyl-3-(3-methylsulfanyl-1,2,4-triazin-5-yl)-6,7-dihydro-5H-cyclopenta[c]pyridine",-,-,397518
705819,"1-Methylsulfonyl-3-(1-methylsulfonyl-6,7-dihydro-5H-cyclopenta[c]pyridin-3-yl)-6,7,8,9-tetrahydro-5H-cyclohepta[c]pyridine",-,-,397521
705840,DNDI1388178,-,-,135426651
705842,"1,2-Dimethyl-4-morpholino-2,3-dihydro-1,5-benzodiazepine",-,-,397534
705847,"(1,3-Dimethyl-2,3-dihydro-1,5-benzodiazepin-4-yl)hydrazine",-,-,397539
705850,STK533980,-,-,3003719
705867,1-Methyl-3-[2-(1-methylindol-3-yl)thiazol-4-yl]indole,-,-,397547
705868,"2-(1H-Indol-3-yl)-4-(6-methoxy-1H-indol-3-yl)-1,3-thiazole",-,-,397548
705869,"2-(5-Bromo-1H-indol-3-yl)-4-(6-bromo-1H-indol-3-yl)-1,3-thiazole",-,-,397549
705870,"4-(5-Bromo-1H-indol-3-yl)-2-(6-bromo-1H-indol-3-yl)-1,3-thiazole",-,-,397550
705871,"1H-Indole, 5-bromo-3-[2-(2-pyridinyl)-4-thiazolyl]-",-,-,397551
705873,"3-(3,4-Dihydroxyphenyl)-2-(p-tolylsulfonylcarbamoylamino)propanoic acid",-,-,397553
705874,"1,1-Diphenyl-3-[4-[(4-sulfamoylphenyl)sulfamoyl]phenyl]urea",-,-,397554
705875,4-[(Aminocarbonyl)amino]-N-[4-(aminosulfonyl)phenyl]benzenesulfonamide,-,-,397555
705885,"N-[4-(6H-Pyrrolo[3,2-f]quinolin-9-ylamino)phenyl]methanesulfonamide;hydrochloride",-,-,397557
705886,"N-[3-Methoxy-4-(6H-pyrrolo[3,2-f]quinolin-9-ylamino)phenyl]methanesulfonamide;hydrochloride",-,-,397559
705887,"N-[4-[(7-Methyl-6H-pyrrolo[3,2-f]quinolin-9-yl)amino]phenyl]methanesulfonamide;hydrochloride",-,-,397561
705889,"N-[4-(3,7,12-Triazatetracyclo[6.5.2.04,15.011,14]pentadeca-1(14),4(15),5,8,10,12-hexaen-3-yl)phenyl]methanesulfonamide;hydrochloride",-,-,397565
705891,"N-[4-(6-Methyl-3,7,12-triazatetracyclo[6.5.2.04,15.011,14]pentadeca-1(14),4(15),5,8,10,12-hexaen-3-yl)phenyl]methanesulfonamide;hydrochloride",-,-,397569
705894,3-Indolizin-2-ylchromen-2-one,-,-,397574
705895,"2H-1-Benzopyran-2-one, 6-hexyl-7-hydroxy-3-(imidazo[1,2-...",-,-,5470855
705896,STL141036,-,-,5470856
705897,STK054773,-,-,397577
705898,"(9R)-9,10-Dimethyl-11-oxo-N-pyridin-2-yl-8-oxa-10-azatricyclo[7.3.1.02,7]trideca-2,4,6-triene-12-carboxamide",-,-,397578
705899,"(9R)-N-(1-Adamantyl)-9-methyl-11-oxo-8-oxa-10-azatricyclo[7.3.1.02,7]trideca-2,4,6-triene-12-carboxamide",-,-,397579
705901,"2-(1-Adamantyl)-3H-chromeno[3,4-c]pyridine-4,5-dione",-,-,397581
705902,"16-Oxo-2-oxa-15-azatetracyclo[7.5.3.01,10.03,8]heptadeca-3,5,7-triene-17-carbonitrile",-,-,397582
705925,EN300-25990,-,-,794510
705927,STK524933,-,-,397586
705928,"2-[1-[(Z)-3-(4-Chlorophenyl)-1-(3,4-dimethoxyphenyl)-3-oxoprop-1-en-2-yl]pyridin-2-ylidene]propanedinitrile",-,-,5470857
705930,"[5-[2-(3,4-Dimethoxyphenyl)-2,3-dihydro-1,5-benzothiazepin-4-yl]-6-hydroxy-3-methyl-1-benzofuran-2-yl]-phenylmethanone",-,-,397589
705931,"[(2R,5S)-5-Ethyl-1-azabicyclo[2.2.2]octan-2-yl]-[6-[2-[4-[2-[4-[[(2S,4S,5R)-5-ethyl-1-azabicyclo[2.2.2]octan-2-yl]-hydroxymethyl]quinolin-6-yl]oxyethyl]piperazin-1-yl]ethoxy]quinolin-4-yl]methanol",-,-,397590
705935,"1-Phenyl-8-[2-(2-sulfanylidene-1,3-dihydrobenzimidazol-5-yl)ethyl]-1,3,8-triazaspiro[4.5]decan-4-one",-,-,5470860
705936,"5-[2-[4-[Bis(4-fluorophenyl)methylidene]piperidin-1-yl]ethyl]-1,3-dihydrobenzimidazole-2-thione",-,-,5470861
705937,"4,6-Ditert-butyl-7-hydroxy-1,3-benzoxathiole-2-thione",-,-,397596
705941,"2-[[5-(5,6-Dihydro-[1,3]dithiolo[4,5-b][1,4]dithiin-2-ylidenemethyl)thiophen-2-yl]methylidene]propanedinitrile",-,-,397600
705942,"1,2-bis[bis(2-methylthiophenyl)phosphino]ethane",-,-,397601
705945,"(2r,3r,6r)-6-(2-Hydroxyphenyl)sulfanyl-2,3-diphenyl-1,4-dioxaspiro[4.5]dec-9-en-8-one",-,-,397604
705948,3-Methylsulfanyl-2-[3-methylsulfanyl-5-[4-methylsulfanyl-5-(3-methylsulfanylthiophen-2-yl)thiophen-2-yl]thiophen-2-yl]-5-[4-methylsulfanyl-5-(3-methylsulfanylthiophen-2-yl)thiophen-2-yl]thiophene,-,-,397607
705954,"1,3,5-Trimethyl-2-[2-[(2-oxo-1,3,2lambda5-oxazaphosphinan-2-yl)-[2-[(1,3,5-trimethyl-4,6-dioxo-1,3,5,2-triazaphosphinan-2-yl)oxy]ethyl]amino]ethoxy]-1,3,5,2-triazaphosphinane-4,6-dione",-,-,397612
705973,"10,26-Dioxabicyclo[23.3.1]nonacosa- 5,7,13,19,28-pentaen...",-,-,5470863
705995,EH00087,-,-,397632
705998,EH00091,-,-,397635
705999,EH00093,-,-,397636
706000,"2-[3-[4-[3-(1,3-Dioxobenzo[de]isoquinolin-2-yl)propylamino]butylamino]propyl]benzo[de]isoquinoline-1,3-dione;hydrobromide",-,-,397637
706001,"2-[3-[2-[3-(1,3-Dioxobenzo[de]isoquinolin-2-yl)propylamino]oxyethoxyamino]propyl]benzo[de]isoquinoline-1,3-dione;hydrobromide",-,-,397639
706002,"2-[3-[3-[4-[3-[3-(1,3-Dioxobenzo[de]isoquinolin-2-yl)propylamino]propylamino]butylamino]propylamino]propyl]benzo[de]isoquinoline-1,3-dione;hydrobromide",-,-,397641
706003,"2-[3-[4-[3-[3-(1,3-Dioxobenzo[de]isoquinolin-2-yl)propylamino]propylamino]butylamino]propyl]benzo[de]isoquinoline-1,3-dione;hydrobromide",-,-,397643
706008,-,-,-,-
706010,"(7E)-5-Ethyl-2-phenyl-3-(3,4,5-trimethoxyphenyl)-7-[(3,4,5-trimethoxyphenyl)methylidene]-3,3a,4,6-tetrahydropyrazolo[4,3-c]pyridine",-,-,5470866
706012,"(8E)-6-Ethyl-4-(3,4,5-trimethoxyphenyl)-8-[(3,4,5-trimethoxyphenyl)methylidene]-3,4,5,7-tetrahydro-1H-pyrido[4,3-d]pyrimidine-2-thione",-,-,5470868
706013,"(5Z,13E)-8-(4-Chlorophenyl)-5,13-bis[(4-chlorophenyl)methylidene]-11-ethyl-4-thia-2,7,11-triazatricyclo[7.4.0.03,7]trideca-1(9),2-dien-6-one",-,-,5470869
706015,RSC007125,-,-,5285732
706017,"16-(3',4',5'-trimethoxybenzylidene)-17a-aza-D-homo-4-and...",-,-,5470872
706018,"3.beta.-pyrrolidino-16-(3',4',5'-trimethoxybenzylidene)-...",-,-,5470873
706019,"17-oxo-3-pyrrolidino-16-(3',4',5'-trimethoxybenzylidene)...",-,-,5470874
706023,(4Z)-2-Butylsulfanyl-4-(furan-2-ylmethylidene)-1H-imidazol-5-one,-,-,135505222
706025,(4Z)-4-(Furan-2-ylmethylidene)-2-(2-phenylhydrazinyl)-1H-imidazol-5-one,-,-,135505223
706031,"5-Benzyl-4-imino-6-methyl-N-phenyl-7H-pyrrolo[2,3-d]pyrimidin-3-amine",-,-,135426658
706038,"1-(Benzimidazol-1-ylsulfonyl)-3-(4-methyl-1,3-benzothiazol-2-yl)urea",-,-,397676
706040,1-(4-Chlorophenyl)-3-[(4-methyl-6-oxo-1H-pyrimidin-2-yl)sulfonyl]thiourea,-,-,135426662
706043,"1,3,3-Trimethyl-2-methylene-5-(1,3,3-trimethyl-2-methylene-indolin-5-yl)sulfonyl-indoline",-,-,397681
706044,4-(1H-Benzimidazol-2-yl)-N-[(E)-[2-(4-benzylphenyl)-1H-indol-3-yl]methylideneamino]aniline;hydrochloride,-,-,135505227
706089,-,-,-,-
706090,-,-,-,-
706091,-,-,-,-
706122,11-ethylpaullone,-,-,397719
706131,"Ethyl(1r,2r,4r)-4-hydroxy-4-methyl-8-oxo-2-phenyl-bicyclo[3.2.1]octane-1-carboxylate",-,-,397723
706132,Methyl 8-acetyl-1-hydroxy-bicyclo[3.2.2]non-6-ene-7-carboxylate,-,-,397724
706133,"2-Hydroxy-6-(3-oxobutyl)-1,6-cycloheptadiene-1-carboxylic acid methyl ester",-,-,54685703
706151,N-[(E)-[[4-[Bis(2-cyanoethyl)amino]-2-methoxyphenyl]-[(2-methylphenyl)diazenyl]methylidene]amino]-4-methylbenzamide,-,-,135505231
706152,N-[(E)-[[4-[Bis(2-cyanoethyl)amino]-2-methoxyphenyl]-[(3-methylphenyl)diazenyl]methylidene]amino]-4-methylbenzamide,-,-,135505232
706154,N-[(E)-[[4-[Bis(2-cyanoethyl)amino]-2-methoxyphenyl]-[(4-methoxyphenyl)diazenyl]methylidene]amino]-4-methylbenzamide,-,-,135505234
706155,N-[(E)-[[4-[Bis(2-cyanoethyl)amino]-2-methoxyphenyl]-[(3-methoxyphenyl)diazenyl]methylidene]amino]-4-methylbenzamide,-,-,135505235
706157,"1-Benzyl-5-phenyl-7-(trifluoromethyl)oxazolo[5,4-b]pyridin-2-one",-,-,397734
706158,"6-Chloro-5-phenyl-7-(trifluoromethyl)-1h-oxazolo[4,5-e]pyridin-2-one",-,-,397735
706162,3-(2-Hydroxypropyl)-1-[2-oxo-6-phenyl-4-(trifluoromethyl)-1h-pyridin-3-yl]urea,-,-,397739
706168,"Dimethyl (7Z)-3,6,9,12,19,20-hexathiatetracyclo[12.2.2.14,7.18,11]icosa-1(17),4,7,10,14(18),15-hexaene-5,10-dicarboxylate",-,-,5470903
706172,"(1S)-1-[[2-Benzyl-5-(trifluoromethyl)benzimidazol-1-yl]methyl]-2,3,4,6,7,8,9,9a-octahydro-1H-quinolizine",-,-,397749
706173,"(1S)-1-[[2-[(4-Methoxyphenyl)methyl]-5-(trifluoromethyl)benzimidazol-1-yl]methyl]-2,3,4,6,7,8,9,9a-octahydro-1H-quinolizine",-,-,397750
706174,"(1S)-1-[(2-Benzyl-5-nitrobenzimidazol-1-yl)methyl]-2,3,4,6,7,8,9,9a-octahydro-1H-quinolizine;hydrochloride",-,-,397751
706177,"3-[2-Benzyl-5-(trifluoromethyl)benzimidazol-1-yl]-N,N-dimethylpropan-1-amine",-,-,397755
706178,"3-[2-[(4-Methoxyphenyl)methyl]-5-(trifluoromethyl)benzimidazol-1-yl]-N,N-dimethylpropan-1-amine",-,-,397756
706179,"3-[2-[(4-Chlorophenyl)methyl]-5-(trifluoromethyl)benzimidazol-1-yl]-N,N-dimethylpropan-1-amine",-,-,397757
706180,"2-[2-(Benzotriazol-2-ylmethyl)-5-(trifluoromethyl)benzimidazol-1-yl]-N,N-dimethylethanamine",-,-,397758
706182,"3-[2-(Benzotriazol-2-ylmethyl)-5-(trifluoromethyl)benzimidazol-1-yl]-N,N-dimethylpropan-1-amine",-,-,397760
706184,"1-Oxo-3a,7a-dihydrobenzo[d]dithiole-3-thione",-,-,397762
706186,"3a,7a-Dihydrodithiolo[5,4-b]pyridine-3-thione",-,-,397764
706188,LFCXOXKKNZBHGK-UHFFFAOYSA-N,-,-,397765
706189,"2-Bromobenzo[c][1,5]benzodithiocine-6,12-dione",-,-,397766
706190,"6H,14H-Benzo[b]naphtho[2,3-f][1,5]dithiocin-6,14-dione, ...",-,-,397767
706192,"1,1-Bis(methylsulfanyl)-2,2-diphenyl-8h-azeto[4,1-b]quinazoline",-,-,397769
706193,"1-(4-Nitrophenyl)-2,2-diphenyl-1h-azeto[4,1-b]quinazolin-8-one",-,-,397770
706203,"(8E)-4-(4-Methoxyphenyl)-8-[(4-methoxyphenyl)methylidene]-6-methyl-4,4a,5,7-tetrahydro-3H-pyrido[4,3-d]pyrimidine-2-thione",-,-,5470907
706209,-,-,-,-
706211,"(7E)-5-Methyl-2-phenyl-3-thiophen-2-yl-7-(thiophen-2-ylmethylidene)-3,3a,4,6-tetrahydropyrazolo[4,3-c]pyridine",-,-,5470914
706212,"(8E)-6-Methyl-4-thiophen-2-yl-8-(thiophen-2-ylmethylidene)-4,4a,5,7-tetrahydro-3H-pyrido[4,3-d]pyrimidine-2-thione",-,-,5470915
706213,"(8E)-2-Amino-6-methyl-4-thiophen-2-yl-8-(thiophen-2-ylmethylidene)-5,7-dihydro-4H-pyrano[3,2-c]pyridine-3-carbonitrile",-,-,5470916
706217,"(7E)-2,5-Dimethyl-3-(2-thienyl)-7-(2-thienylmethylene)-3,3a,4,6-tetrahydropyrazolo[4,3-c]pyridine",-,-,5470920
706232,"7-Chloro-10,11-dimethoxy-2,8-diazatricyclo[7.3.1.05,13]trideca-1(12),5,7,9(13),10-pentaene-3,4-dione",-,-,397794
706234,"7-Chloro-4-hydroxy-10,11-dimethoxy-4-phenacyl-2,8-diazatricyclo[7.3.1.05,13]trideca-1(12),5,7,9(13),10-pentaen-3-one",-,-,397796
706236,"9-Chloro-12,13-dimethoxy-6-phenyl-2,10-diazatetracyclo[6.6.2.04,16.011,15]hexadeca-1(14),4(16),5,7,9,11(15),12-heptaen-3-one",-,-,5470922
706237,"Ethyl 2-[(7-chloro-10,11-dimethoxy-4-oxo-2,8-diazatricyclo[7.3.1.05,13]trideca-1(12),2,5,7,9(13),10-hexaen-3-yl)oxy]acetate",-,-,397799
706363,Arsenic trioxide,FDA approved,Apo,-
706415,"4-(Benzhydrylideneamino)-5-methyl-2h-1,2,4-triazol-3-one",-,-,397825
706416,"5-Benzyl-4-(cyclohexylideneamino)-2h-1,2,4-triazol-3-one",-,-,397826
706420,"3-[(4-Chlorophenyl)methyl]-4-[(E)-[4-[(Z)-[3-[(4-chlorophenyl)methyl]-5-oxo-1H-1,2,4-triazol-4-yl]iminomethyl]phenyl]methylideneamino]-1H-1,2,4-triazol-5-one",-,-,54611479
706444,1-Amino-2-[4-(3-chloro-2-cyanophenoxy)phenyl]sulfonyl-3-(4-chlorophenyl)guanidine,-,-,9572176
706446,1-Amino-3-(4-chlorophenyl)-2-(5-pyridin-2-ylthiophen-2-yl)sulfonylguanidine,-,-,9572178
706449,1-Amino-2-(1-benzofuran-2-ylsulfonyl)-3-(4-chlorophenyl)guanidine,-,-,9572181
706450,1-Amino-3-(4-chlorophenyl)-2-[5-[1-methyl-5-(trifluoromethyl)pyrazol-3-yl]thiophen-2-yl]sulfonylguanidine,-,-,9572182
706461,"7-Methyl-2-(5-phenylthiophen-2-yl)-1H-1,8-naphthyridin-4-one",-,-,5470947
706462,"7-Methyl-2-(benzo[b]thiophene-3-yl)-1,8-naphthyridine-4(1H)-one",-,-,5470948
706463,"7-Methyl-2-(3-methylbenzo[b]thiophene-2-yl)-1,8-naphthyridine-4(1H)-one",-,-,5470949
706464,"1,8-Naphthyridin-4(1H)-one, 2-(benzo[b]thiophen-2-yl)-7-...",-,-,5470950
706470,"Methanone, 4-methyl-1-piperazinyl-1-[[1-[(1,3-benzodioxo...",-,-,397854
706476,Remangilone C,-,-,397856
