,drug,gene,dti_existed,pubmed_hit,MECHANISM,deeppurpose,binary_deeppurpose
1964,Sgx-523,MET,1.0,1.0,Kinase,0.9063219428062439,1
1965,Indibulin,ABLIM1,0.0,0.0,TUBB,0.7139614224433899,1
1966,Indibulin,RRAS,0.0,0.0,TUBB,0.9060094952583313,1
1967,Lexibulin,PSMB8,0.0,0.0,TUBB,0.0005281615885905921,0
1968,Indibulin,TUBB6,0.0,0.0,TUBB,0.942360520362854,1
1969,Indibulin,CD24,0.0,0.0,TUBB,0.9644896388053894,1
1970,Lexibulin,MCTP1,0.0,0.0,TUBB,0.8883786797523499,1
1971,Lexibulin,ADAMTS1,0.0,0.0,TUBB,0.8341334462165833,1
1972,Lexibulin,IFI16,0.0,0.0,TUBB,0.106744185090065,0
1973,Pharmakon1600-01503692,EPAS1,0.0,0.0,DNA,0.7773651480674744,1
1974,Lovastatin,HMGCR,1.0,1.0,Other,0.9808908700942993,1
1975,Lovastatin,HDAC2,1.0,1.0,Other,0.9999995231628418,1
1976,Indibulin,TNFRSF10D,0.0,0.0,TUBB,0.6644911170005798,1
1977,Pharmakon1600-01503692,PDGFC,0.0,0.0,DNA,0.10021065175533295,0
1978,Pharmakon1600-01503692,CALD1,0.0,0.0,DNA,0.5450215935707092,1
1979,Sgx-523,APP,0.0,0.0,Kinase,0.016143077984452248,0
1980,Sgx-523,TJP1,0.0,0.0,Kinase,1.452401829737937e-05,0
1981,Sgx-523,SGMS2,0.0,0.0,Kinase,4.686979082180187e-06,0
1982,Lovastatin,TNFRSF12A,0.0,0.0,Other,0.9997249245643616,1
1983,Pharmakon1600-01503692,TPST1,0.0,0.0,DNA,0.46141505241394043,0
1984,Pharmakon1600-01503692,MB21D2,0.0,0.0,DNA,0.8605309724807739,1
1985,Pharmakon1600-01504008,TPST1,0.0,0.0,Kinase,0.9034147262573242,1
1986,Pharmakon1600-01504008,CALD1,0.0,0.0,Kinase,0.9967347979545593,1
1987,Lovastatin,ETS1,0.0,1.0,Other,0.9526197910308838,1
1988,Pharmakon1600-01504008,NAV1,0.0,0.0,Kinase,0.9919101595878601,1
1989,Lovastatin,GPR39,0.0,0.0,Other,0.9993119239807129,1
1990,Pharmakon1600-01504008,PDGFC,0.0,0.0,Kinase,0.14635352790355682,0
1991,Pharmakon1600-01504008,MB21D2,0.0,0.0,Kinase,0.9996892213821411,1
1992,"(8aR,9R)-5-[[(2R,4aR,6R,7R,8R)-7,8-dihydroxy-2-thiophen-2-yl-4,4a,6,7,8,8a-hexahydropyrano[3,2-d][1,3]dioxin-6-yl]oxy]-9-(4-hydroxy-3,5-dimethoxyphenyl)-5a,6,8a,9-tetrahydro-5H-isobenzofuro[6,5-f][1,3]benzodioxol-8-one",ZBTB38,0.0,0.0,DNA,0.860024631023407,1
1993,Simvastatin,HMGCR,1.0,1.0,DNA,0.98600172996521,1
1994,Simvastatin,HDAC2,1.0,1.0,DNA,0.9999972581863403,1
1995,Pharmakon1600-01504137,SLC43A3,0.0,0.0,DNA,0.013395735062658787,0
1996,"(8aR,9R)-5-[[(2R,4aR,6R,7R,8R)-7,8-dihydroxy-2-thiophen-2-yl-4,4a,6,7,8,8a-hexahydropyrano[3,2-d][1,3]dioxin-6-yl]oxy]-9-(4-hydroxy-3,5-dimethoxyphenyl)-5a,6,8a,9-tetrahydro-5H-isobenzofuro[6,5-f][1,3]benzodioxol-8-one",HMGCR,0.0,0.0,DNA,0.9342754483222961,1
1997,"(8aR,9R)-5-[[(2R,4aR,6R,7R,8R)-7,8-dihydroxy-2-thiophen-2-yl-4,4a,6,7,8,8a-hexahydropyrano[3,2-d][1,3]dioxin-6-yl]oxy]-9-(4-hydroxy-3,5-dimethoxyphenyl)-5a,6,8a,9-tetrahydro-5H-isobenzofuro[6,5-f][1,3]benzodioxol-8-one",BAX,0.0,0.0,DNA,0.8648684024810791,1
1998,Pharmakon1600-01504137,APBB1IP,0.0,0.0,DNA,0.05592688173055649,0
1999,Pharmakon1600-01504137,HMGCR,0.0,0.0,DNA,0.07186684757471085,0
2000,Pharmakon1600-01504137,BST2,0.0,0.0,DNA,0.0169318038970232,0
2001,Verubulin,AHNAK,0.0,0.0,TUBB,0.8017587661743164,1
2002,Simvastatin,ETS1,0.0,1.0,DNA,0.930261492729187,1
2003,Verubulin,AJUBA,0.0,0.0,TUBB,0.2156912237405777,0
2004,Verubulin,TJP1,0.0,0.0,TUBB,0.0007028784020803869,0
2005,Pharmakon1600-01504137,SPP1,0.0,0.0,DNA,0.06738711893558502,0
2006,Simvastatin,GPR39,0.0,0.0,DNA,0.996266782283783,1
2007,Belinostat,APBB1IP,0.0,0.0,HDAC,0.8524736762046814,1
2008,Verubulin,SGMS2,0.0,0.0,TUBB,0.16593770682811737,0
2009,Belinostat,RPS4Y1,0.0,0.0,HDAC,0.019906844943761826,0
2010,Belinostat,SPP1,0.0,0.0,HDAC,0.11278533935546875,0
2011,Belinostat,LCP1,0.0,0.0,HDAC,0.00230072857812047,0
2012,Verubulin,APP,0.0,0.0,TUBB,0.015923449769616127,0
2013,Simvastatin,TNFRSF12A,0.0,0.0,DNA,0.999509334564209,1
2014,Saracatinib,PRKAG2,0.0,0.0,Kinase,0.0011803270317614079,0
2015,"[5-[2,4-Bis((3S)-3-methylmorpholin-4-yl)pyrido[2,3-d]pyrimidin-7-yl]-2-methoxyphenyl]methanol",MIF,0.0,0.0,Kinase,0.20957566797733307,0
2016,"[5-[2,4-Bis((3S)-3-methylmorpholin-4-yl)pyrido[2,3-d]pyrimidin-7-yl]-2-methoxyphenyl]methanol",ELOVL5,0.0,0.0,Kinase,0.006186595652252436,0
2017,"[5-[2,4-Bis((3S)-3-methylmorpholin-4-yl)pyrido[2,3-d]pyrimidin-7-yl]-2-methoxyphenyl]methanol",ETS1,0.0,0.0,Kinase,0.0038365782238543034,0
2018,Saracatinib,NRN1,0.0,0.0,Kinase,0.9062532186508179,1
2019,"[5-[2,4-Bis((3S)-3-methylmorpholin-4-yl)pyrido[2,3-d]pyrimidin-7-yl]-2-methoxyphenyl]methanol",TNFRSF12A,0.0,0.0,Kinase,0.9456935524940491,1
2020,Saracatinib,DDR2,0.0,0.0,Kinase,0.08377406746149063,0
2021,Saracatinib,ZEB2,0.0,0.0,Kinase,0.395713746547699,0
2022,Sgx-523,CD24,0.0,0.0,Kinase,3.067895022468292e-07,0
2023,Abt-737,SGMS2,0.0,0.0,Apoptosis,0.902883768081665,1
2024,Abt-737,ABLIM1,0.0,0.0,Apoptosis,0.9856948256492615,1
2025,Abt-737,PCBD1,0.0,0.0,Apoptosis,0.2133888155221939,0
2026,Abt-737,CD24,0.0,1.0,Apoptosis,0.03141093999147415,0
2027,Fluvastatin,HMGCR,0.0,1.0,Other,0.6216080188751221,1
2028,Fluvastatin,SLC43A3,0.0,0.0,Other,0.24554026126861572,0
2029,Jnj-38877605,APBB1IP,0.0,0.0,Kinase,0.007190290838479996,0
2030,Fluvastatin,PLK1,0.0,0.0,Other,0.06431173533201218,0
2031,Jnj-38877605,BAX,0.0,0.0,Kinase,0.5215839147567749,1
2032,"(7S,9S)-7-[[(4S,5S,6S)-4-amino-5-hydroxy-6-methyl-2-oxanyl]oxy]-6,9,11-trihydroxy-9-(2-hydroxy-1-oxoethyl)-4-methoxy-8,10-dihydro-7H-tetracene-5,12-dione",MCTP1,0.0,0.0,DNA,0.8735845685005188,1
2033,Jnj-38877605,SLC43A3,0.0,0.0,Kinase,0.0171823687851429,0
2034,"(7S,9S)-7-[[(4S,5S,6S)-4-amino-5-hydroxy-6-methyl-2-oxanyl]oxy]-6,9,11-trihydroxy-9-(2-hydroxy-1-oxoethyl)-4-methoxy-8,10-dihydro-7H-tetracene-5,12-dione",EPAS1,0.0,0.0,DNA,0.4436010718345642,0
2035,"(7S,9S)-7-[[(4S,5S,6S)-4-amino-5-hydroxy-6-methyl-2-oxanyl]oxy]-6,9,11-trihydroxy-9-(2-hydroxy-1-oxoethyl)-4-methoxy-8,10-dihydro-7H-tetracene-5,12-dione",ZBTB38,0.0,0.0,DNA,0.9348824620246887,1
2036,"(7S,9S)-7-[[(4S,5S,6S)-4-amino-5-hydroxy-6-methyl-2-oxanyl]oxy]-6,9,11-trihydroxy-9-(2-hydroxy-1-oxoethyl)-4-methoxy-8,10-dihydro-7H-tetracene-5,12-dione",ITGB3,0.0,0.0,DNA,0.5062199831008911,1
2037,CID 9832825,TPST1,0.0,0.0,TUBB,0.2070951610803604,0
2038,CID 9832825,PRKAG2,0.0,0.0,TUBB,0.0033427004236727953,0
2039,CID 9832825,SNAI2,0.0,0.0,TUBB,0.6441469192504883,1
2040,CID 9832825,NRP2,0.0,0.0,TUBB,0.13461162149906158,0
2041,CID 9832825,MB21D2,0.0,0.0,TUBB,0.8427895307540894,1
2042,Epirubicin hydrochloride,HMGCR,0.0,0.0,DNA,0.8455913662910461,1
2043,Epirubicin hydrochloride,BAX,0.0,1.0,DNA,0.38102948665618896,0
2044,Epirubicin hydrochloride,ITGB3,0.0,0.0,DNA,0.14295440912246704,0
2045,Idelalisib,RPL3,0.0,0.0,Kinase,0.09232251346111298,0
2046,Idelalisib,TUBA1B,0.0,0.0,Kinase,0.6258130073547363,1
2047,Topotecan,BAX,0.0,1.0,DNA,0.590458333492279,1
2048,Idelalisib,MAL2,0.0,0.0,Kinase,0.44901159405708313,0
2049,Topotecan,SLC43A3,0.0,0.0,DNA,0.10721855610609055,0
2050,Topotecan,SPP1,0.0,1.0,DNA,0.16150037944316864,0
2051,Idelalisib,PRDX1,0.0,0.0,Kinase,0.5070975422859192,1
2052,"Tricyclo[3.3.1.1~3,7~]tetraarsoxane",IGLC1,0.0,0.0,Apoptosis,0.0011912720510736108,0
2053,"Tricyclo[3.3.1.1~3,7~]tetraarsoxane",SERPINB4,0.0,0.0,Apoptosis,0.0009593633585609496,0
2054,"Tricyclo[3.3.1.1~3,7~]tetraarsoxane",CAV1,0.0,1.0,Apoptosis,0.001475085155107081,0
2055,Topotecan,HMGCR,0.0,0.0,DNA,0.35457777976989746,0
2056,"Tricyclo[3.3.1.1~3,7~]tetraarsoxane",PLS3,0.0,0.0,Apoptosis,0.0006223930395208299,0
2057,4-Methyl-5-(2-(4-morpholinophenylamino)pyrimidin-4-yl)thiazol-2-amine,CRACR2A,0.0,0.0,Kinase,0.4055040776729584,0
2058,4-Methyl-5-(2-(4-morpholinophenylamino)pyrimidin-4-yl)thiazol-2-amine,SPP1,0.0,0.0,Kinase,0.02421160787343979,0
2059,Mercaptopurine,IGLV1-44,0.0,0.0,DNA,2.755576600232956e-10,0
2060,4-Methyl-5-(2-(4-morpholinophenylamino)pyrimidin-4-yl)thiazol-2-amine,BAX,0.0,0.0,Kinase,0.2737944424152374,0
2061,4-Methyl-5-(2-(4-morpholinophenylamino)pyrimidin-4-yl)thiazol-2-amine,HMGCR,0.0,0.0,Kinase,0.6838718056678772,1
2062,Mercaptopurine,CAV1,0.0,1.0,DNA,4.4171524771208226e-10,0
2063,Mercaptopurine,IGLC1,0.0,0.0,DNA,4.1420797347591076e-11,0
2064,Quisinostat,SLC43A3,0.0,0.0,HDAC,0.21783743798732758,0
2065,Quisinostat,HMGCR,0.0,0.0,HDAC,0.5448517799377441,1
2066,Mercaptopurine,PLS3,0.0,0.0,DNA,5.378607337291896e-09,0
2067,Quisinostat,PIK3C3,0.0,0.0,HDAC,0.983588695526123,1
2068,"(3S,6R)-1-[6-(3-Amino-1H-indazol-6-yl)-2-(methylamino)-4-pyrimidinyl]-N-cyclohexyl-6-methyl-3-piperidinecarboxamide",HMGCR,0.0,0.0,Kinase,0.4539547562599182,0
2069,"(3S,6R)-1-[6-(3-Amino-1H-indazol-6-yl)-2-(methylamino)-4-pyrimidinyl]-N-cyclohexyl-6-methyl-3-piperidinecarboxamide",SLC43A3,0.0,0.0,Kinase,0.8998270630836487,1
2070,"(3S,6R)-1-[6-(3-Amino-1H-indazol-6-yl)-2-(methylamino)-4-pyrimidinyl]-N-cyclohexyl-6-methyl-3-piperidinecarboxamide",APBB1IP,0.0,0.0,Kinase,0.9770553112030029,1
2071,"(3S,6R)-1-[6-(3-Amino-1H-indazol-6-yl)-2-(methylamino)-4-pyrimidinyl]-N-cyclohexyl-6-methyl-3-piperidinecarboxamide",CDK1,0.0,0.0,Kinase,0.24606569111347198,0
2072,Navitoclax,ABLIM1,0.0,0.0,Apoptosis,0.6971176266670227,1
2073,Mercaptopurine,CKAP4,0.0,0.0,DNA,1.5581431977995663e-11,0
2074,Quisinostat,STK17B,0.0,0.0,HDAC,0.2080158144235611,0
2075,OSI-027 sodium salt,ETS1,0.0,0.0,Kinase,0.2467595338821411,0
2076,OSI-027 sodium salt,SLC43A3,0.0,0.0,Kinase,0.38734719157218933,0
2077,Dovitinib,SLC43A3,0.0,0.0,Kinase,0.13025183975696564,0
2078,Dovitinib,MIF,0.0,0.0,Kinase,0.6683299541473389,1
2079,Dovitinib,ELOVL5,0.0,0.0,Kinase,0.9069262742996216,1
2080,Aminopyrimidine (Scaffold I),HMGCR,0.0,0.0,Kinase,0.2248798906803131,0
2081,Aminopyrimidine (Scaffold I),CRACR2A,0.0,0.0,Kinase,0.2778637707233429,0
2082,Aminopyrimidine (Scaffold I),BAX,0.0,0.0,Kinase,0.8774724006652832,1
2083,"Tricyclo[3.3.1.1~3,7~]tetraarsoxane",IGLV1-44,0.0,0.0,Apoptosis,0.0032422137446701527,0
2084,(E)-(4-(2-(1H-indazol-3-yl)vinyl)phenyl)(piperazin-1-yl)methanone,APBB1IP,0.0,0.0,Kinase,0.9622344374656677,1
2085,Jnj-38877605,HMGCR,0.0,0.0,Kinase,0.22887806594371796,0
2086,"(3S,6R)-1-[6-(3-Amino-1H-indazol-6-yl)-2-(methylamino)-4-pyrimidinyl]-N-cyclohexyl-6-methyl-3-piperidinecarboxamide",LCP1,0.0,0.0,Kinase,0.6935144662857056,1
2087,(E)-(4-(2-(1H-indazol-3-yl)vinyl)phenyl)(piperazin-1-yl)methanone,SLC43A3,0.0,0.0,Kinase,0.8045251369476318,1
2088,Navitoclax,CD24,0.0,0.0,Apoptosis,0.04221826419234276,0
2089,Alisertib,AURKA,1.0,1.0,Kinase,0.08798573911190033,0
2090,(E)-(4-(2-(1H-indazol-3-yl)vinyl)phenyl)(piperazin-1-yl)methanone,SPP1,0.0,0.0,Kinase,0.552381694316864,1
2091,PI-103,TNFRSF12A,0.0,0.0,Kinase,0.8584083914756775,1
2092,(E)-(4-(2-(1H-indazol-3-yl)vinyl)phenyl)(piperazin-1-yl)methanone,HMGCR,0.0,0.0,Kinase,0.40335485339164734,0
2093,PI-103,APP,0.0,0.0,Kinase,0.8608129024505615,1
2094,PI-103,PTBP1,0.0,0.0,Kinase,0.3846670985221863,0
2095,PI-103,SDC4,0.0,0.0,Kinase,0.7090201377868652,1
2096,PI-103,NCKAP1,0.0,0.0,Kinase,0.21346227824687958,0
2097,Alisertib,MCTP1,0.0,0.0,Kinase,0.871985912322998,1
2098,Alisertib,TMEM47,0.0,0.0,Kinase,0.9107527732849121,1
2099,Vorinostat,HDAC6,1.0,1.0,HDAC,0.9999227523803711,1
2100,"(1S,2S,4S,7R,9S,10S,12R,15S)-4-(acetyloxy)-15-{[(2R,3S)-3-{[(tert-butoxy)(hydroxy)methylidene]amino}-2-hydroxy-3-phenylpropanoyl]oxy}-1,9,12-trihydroxy-10,14,17,17-tetramethyl-11-oxo-6-oxatetracyclo[11.3.1.0^{3,10}.0^{4,7}]heptadec-13-en-2-yl benzoate",MAL2,0.0,0.0,TUBB,0.10455728322267532,0
2101,Gefitinib,EGFR,1.0,1.0,Kinase,0.9719212055206299,1
2102,"(1S,2S,4S,7R,9S,10S,12R,15S)-4-(acetyloxy)-15-{[(2R,3S)-3-{[(tert-butoxy)(hydroxy)methylidene]amino}-2-hydroxy-3-phenylpropanoyl]oxy}-1,9,12-trihydroxy-10,14,17,17-tetramethyl-11-oxo-6-oxatetracyclo[11.3.1.0^{3,10}.0^{4,7}]heptadec-13-en-2-yl benzoate",TJP1,0.0,0.0,TUBB,0.06764180958271027,0
2103,Alisertib,CRACR2A,0.0,0.0,Kinase,0.10472939163446426,0
2104,"(1S,2S,4S,7R,9S,10S,12R,15S)-4-(acetyloxy)-15-{[(2R,3S)-3-{[(tert-butoxy)(hydroxy)methylidene]amino}-2-hydroxy-3-phenylpropanoyl]oxy}-1,9,12-trihydroxy-10,14,17,17-tetramethyl-11-oxo-6-oxatetracyclo[11.3.1.0^{3,10}.0^{4,7}]heptadec-13-en-2-yl benzoate",RPL3,0.0,0.0,TUBB,0.4208100736141205,0
2105,"(1S,2S,4S,7R,9S,10S,12R,15S)-4-(acetyloxy)-15-{[(2R,3S)-3-{[(tert-butoxy)(hydroxy)methylidene]amino}-2-hydroxy-3-phenylpropanoyl]oxy}-1,9,12-trihydroxy-10,14,17,17-tetramethyl-11-oxo-6-oxatetracyclo[11.3.1.0^{3,10}.0^{4,7}]heptadec-13-en-2-yl benzoate",SGMS2,0.0,0.0,TUBB,0.34291359782218933,0
2106,Vorinostat,IGLC1,0.0,0.0,HDAC,0.1765160709619522,0
2107,Vorinostat,ANXA2P2,0.0,0.0,HDAC,0.061890628188848495,0
2108,Gefitinib,NRN1,0.0,0.0,Kinase,0.9086983799934387,1
2109,Vorinostat,PLS3,0.0,0.0,HDAC,0.5069482326507568,1
2110,Pharmakon1600-01502269,PRDX1,0.0,0.0,DNA,0.9423871040344238,1
2111,Pharmakon1600-01502269,RPL3,0.0,0.0,DNA,0.7216323614120483,1
2112,Dasatinib,FYN,1.0,1.0,Kinase,0.986610472202301,1
2113,Dasatinib,CSK,1.0,1.0,Kinase,0.9931221604347229,1
2114,Dasatinib,STAT5B,1.0,1.0,Kinase,0.9932435154914856,1
2115,Dasatinib,EPHA2,1.0,1.0,Kinase,0.9938072562217712,1
2116,Vorinostat,IGLV1-44,0.0,0.0,HDAC,0.054098501801490784,0
2117,Pharmakon1600-01502269,MAL2,0.0,0.0,DNA,0.9309853315353394,1
2118,"(1S,2S,4S,7R,9S,10S,12R,15S)-4-(acetyloxy)-15-{[(2R,3S)-3-{[(tert-butoxy)(hydroxy)methylidene]amino}-2-hydroxy-3-phenylpropanoyl]oxy}-1,9,12-trihydroxy-10,14,17,17-tetramethyl-11-oxo-6-oxatetracyclo[11.3.1.0^{3,10}.0^{4,7}]heptadec-13-en-2-yl benzoate",APP,0.0,0.0,TUBB,0.8138097524642944,1
2119,Gefitinib,SLC43A3,0.0,0.0,Kinase,0.18898233771324158,0
2120,Gefitinib,PRKAG2,0.0,0.0,Kinase,0.00033571894164197147,0
2121,Irinotecan hydrochloride,FAR2,0.0,0.0,DNA,0.06496793031692505,0
2122,Dasatinib,ABL2,1.0,1.0,Kinase,0.983850359916687,1
2123,Irinotecan hydrochloride,PIK3C3,0.0,0.0,DNA,0.9882947206497192,1
2124,Vinorelbine,CD24,0.0,1.0,TUBB,0.1808328926563263,0
2125,Mocetinostat,HDAC2,1.0,1.0,HDAC,0.988286554813385,1
2126,Irinotecan hydrochloride,SLC43A3,0.0,0.0,DNA,0.05811193957924843,0
2127,Mocetinostat,HDAC3,1.0,1.0,HDAC,0.5076319575309753,1
2128,Pharmakon1600-01502269,TUBA1B,0.0,0.0,DNA,0.5776844024658203,1
2129,Vinorelbine,PCBD1,0.0,0.0,TUBB,0.5192514657974243,1
2130,Vinorelbine,ABLIM1,0.0,0.0,TUBB,0.4375806450843811,0
2131,1-Cyclopropyl-3-(3-(5-(morpholinomethyl)-1H-benzo[d]imidazol-2-yl)-1H-pyrazol-4-yl)urea,PRKAG2,0.0,0.0,Kinase,0.9846245050430298,1
2132,Mocetinostat,APBB1IP,0.0,0.0,HDAC,0.970905601978302,1
2133,Mocetinostat,HMGCR,0.0,0.0,HDAC,0.21589364111423492,0
2134,1-Cyclopropyl-3-(3-(5-(morpholinomethyl)-1H-benzo[d]imidazol-2-yl)-1H-pyrazol-4-yl)urea,COL12A1,0.0,0.0,Kinase,0.9180817008018494,1
2135,1-Cyclopropyl-3-(3-(5-(morpholinomethyl)-1H-benzo[d]imidazol-2-yl)-1H-pyrazol-4-yl)urea,NRP1,0.0,0.0,Kinase,0.9195444583892822,1
2136,1-Cyclopropyl-3-(3-(5-(morpholinomethyl)-1H-benzo[d]imidazol-2-yl)-1H-pyrazol-4-yl)urea,MAL2,0.0,0.0,Kinase,0.9554548859596252,1
2137,"(S)-(+)-tert-Butyl 2-(4-(4-chlorophenyl)-2,3,9-trimethyl-6H-thieno(3,2-f)(1,2,4)triazolo(4,3-a)(1,4)diazepin-6-yl)acetate",MCTP1,0.0,0.0,BRD,0.9744681715965271,1
2138,1-Cyclopropyl-3-(3-(5-(morpholinomethyl)-1H-benzo[d]imidazol-2-yl)-1H-pyrazol-4-yl)urea,ARHGAP29,0.0,0.0,Kinase,0.9794669151306152,1
2139,Copanlisib,PIK3CA,1.0,1.0,Kinase,0.9719803333282471,1
2140,Fenretinide,SLC43A3,0.0,0.0,DNA,0.9928368926048279,1
2141,"(S)-(+)-tert-Butyl 2-(4-(4-chlorophenyl)-2,3,9-trimethyl-6H-thieno(3,2-f)(1,2,4)triazolo(4,3-a)(1,4)diazepin-6-yl)acetate",PSMB8,0.0,0.0,BRD,0.9111705422401428,1
2142,Fenretinide,MIF,0.0,0.0,DNA,0.9942415952682495,1
2143,Tipifarnib,FNTB,1.0,1.0,Other,0.781043529510498,1
2144,Fenretinide,ELOVL5,0.0,0.0,DNA,0.9968395233154297,1
2145,"(S)-(+)-tert-Butyl 2-(4-(4-chlorophenyl)-2,3,9-trimethyl-6H-thieno(3,2-f)(1,2,4)triazolo(4,3-a)(1,4)diazepin-6-yl)acetate",IFI16,0.0,0.0,BRD,0.5385838150978088,1
2146,Fenretinide,ENDOD1,0.0,0.0,DNA,0.9981154203414917,1
2147,Copanlisib,NRN1,0.0,0.0,Kinase,0.2064550668001175,0
2148,Tipifarnib,RPL3,0.0,0.0,Other,0.8130817413330078,1
2149,Copanlisib,DDR2,0.0,0.0,Kinase,0.06954120099544525,0
2150,Copanlisib,ZEB2,0.0,0.0,Kinase,0.21931473910808563,0
2151,Tipifarnib,APP,0.0,0.0,Other,0.344435453414917,0
2152,Tipifarnib,PTBP1,0.0,0.0,Other,0.540282130241394,1
2153,PF-04691502,HMGCR,0.0,0.0,Kinase,0.39964759349823,0
2154,PF-04691502,BAX,0.0,1.0,Kinase,0.6017415523529053,1
2155,PF-04691502,SLC43A3,0.0,0.0,Kinase,0.07964412122964859,0
2156,Voreloxin,CRACR2A,0.0,0.0,DNA,0.0728028416633606,0
2157,Vandetanib,PTK6,1.0,1.0,Kinase,0.9870153665542603,1
2158,Voreloxin,TMEM47,0.0,0.0,DNA,0.5308027863502502,1
2159,Voreloxin,LITAF,0.0,0.0,DNA,0.9033283591270447,1
2160,Voreloxin,ANXA6,0.0,0.0,DNA,0.05551614239811897,0
2161,"(3R,4R)-4-Amino-1-[[4-[(3-methoxyphenyl)amino]pyrrolo[2,1-f][1,2,4]triazin-5-yl]methyl]piperidin-3-ol",HMGCR,0.0,0.0,Kinase,0.24346302449703217,0
2162,"(3R,4R)-4-Amino-1-[[4-[(3-methoxyphenyl)amino]pyrrolo[2,1-f][1,2,4]triazin-5-yl]methyl]piperidin-3-ol",SLC43A3,0.0,0.0,Kinase,0.07278099656105042,0
2163,Vandetanib,NRN1,0.0,0.0,Kinase,0.9952090382575989,1
2164,Vandetanib,DDR2,0.0,0.0,Kinase,0.9534384608268738,1
2165,"(3R,4R)-4-Amino-1-[[4-[(3-methoxyphenyl)amino]pyrrolo[2,1-f][1,2,4]triazin-5-yl]methyl]piperidin-3-ol",PLK1,0.0,0.0,Kinase,0.02724084071815014,0
2166,Vandetanib,SLC43A3,0.0,0.0,Kinase,0.8375495076179504,1
2167,Cabozantinib,MET,1.0,1.0,Kinase,0.5680181980133057,1
2168,Motesanib,HMGCR,0.0,0.0,Kinase,0.2821887731552124,0
2169,Motesanib,BAX,0.0,0.0,Kinase,0.7423361539840698,1
2170,Cabozantinib,APP,0.0,1.0,Kinase,0.8409748673439026,1
2171,Cabozantinib,SDC4,0.0,1.0,Kinase,0.9046671986579895,1
2172,N-(4-(3-(2-aminopyrimidin-4-yl)pyridin-2-yloxy)phenyl)-4-(4-methylthiophen-2-yl)phthalazin-1-amine,CRACR2A,0.0,0.0,Kinase,0.2874007821083069,0
2173,N-(4-(3-(2-aminopyrimidin-4-yl)pyridin-2-yloxy)phenyl)-4-(4-methylthiophen-2-yl)phthalazin-1-amine,ANXA6,0.0,0.0,Kinase,0.20356710255146027,0
2174,N-(4-(3-(2-aminopyrimidin-4-yl)pyridin-2-yloxy)phenyl)-4-(4-methylthiophen-2-yl)phthalazin-1-amine,BAX,0.0,0.0,Kinase,0.6561908721923828,1
2175,3-Amino-6-(4-(methylsulfonyl)phenyl)-N-phenylpyrazine-2-carboxamide,SGMS2,0.0,0.0,Kinase,0.9161100387573242,1
2176,3-Amino-6-(4-(methylsulfonyl)phenyl)-N-phenylpyrazine-2-carboxamide,CD24,0.0,0.0,Kinase,0.6323078274726868,1
2177,N-(4-(3-(2-aminopyrimidin-4-yl)pyridin-2-yloxy)phenyl)-4-(4-methylthiophen-2-yl)phthalazin-1-amine,IMPDH1,0.0,0.0,Kinase,0.13773541152477264,0
2178,3-Amino-6-(4-(methylsulfonyl)phenyl)-N-phenylpyrazine-2-carboxamide,PCBD1,0.0,0.0,Kinase,0.8945791125297546,1
2179,Tandutinib,IFI16,0.0,0.0,Kinase,0.005180268082767725,0
2180,3-Amino-6-(4-(methylsulfonyl)phenyl)-N-phenylpyrazine-2-carboxamide,ABLIM1,0.0,0.0,Kinase,0.9680446982383728,1
2181,Rabusertib,RPL3,0.0,0.0,Kinase,0.016471588984131813,0
2182,Rabusertib,MAL2,0.0,0.0,Kinase,0.9868276119232178,1
2183,Rabusertib,APP,0.0,0.0,Kinase,0.15658362209796906,0
2184,Rabusertib,ARHGAP29,0.0,0.0,Kinase,0.00518196914345026,0
2185,Motesanib,SPP1,0.0,0.0,Kinase,0.001704922877252102,0
2186,Motesanib,APBB1IP,0.0,0.0,Kinase,0.0010323736350983381,0
2187,Cabozantinib,SGMS2,0.0,0.0,Kinase,0.8836735486984253,1
2188,Tandutinib,PSMB8,0.0,0.0,Kinase,0.0016471226699650288,0
2189,Teglarinad,MCTP1,0.0,0.0,Apoptosis,0.8721041679382324,1
2190,Cabozantinib,TJP1,0.0,0.0,Kinase,0.3384081721305847,0
2191,Tandutinib,TMEM47,0.0,0.0,Kinase,0.058930255472660065,0
2192,Teglarinad,ZBTB38,0.0,0.0,Apoptosis,0.8535144329071045,1
2193,Teglarinad,TMEM47,0.0,0.0,Apoptosis,0.3102012276649475,0
2194,Panobinostat,SPP1,0.0,0.0,HDAC,0.36472710967063904,0
2195,Panobinostat,LITAF,0.0,0.0,HDAC,0.9836253523826599,1
2196,Panobinostat,CRACR2A,0.0,0.0,HDAC,0.21046462655067444,0
2197,"5-chloro-4-N-(2-dimethylphosphorylphenyl)-2-N-[2-methoxy-4-(3-pyrrolidin-1-ylpropoxy)phenyl]pyrimidine-2,4-diamine",APBB1IP,0.0,0.0,Kinase,0.9046176075935364,1
2198,"5-chloro-4-N-(2-dimethylphosphorylphenyl)-2-N-[2-methoxy-4-(3-pyrrolidin-1-ylpropoxy)phenyl]pyrimidine-2,4-diamine",TBX18,0.0,0.0,Kinase,0.993533730506897,1
2199,"5-chloro-4-N-(2-dimethylphosphorylphenyl)-2-N-[2-methoxy-4-(3-pyrrolidin-1-ylpropoxy)phenyl]pyrimidine-2,4-diamine",BAX,0.0,0.0,Kinase,0.9937716126441956,1
