Drug,Cell
UNC0642,MPP-89
PF-562271,OPM-2
Cabozantinib,MDA-MB-453
Motesanib,SNU-C2B
Tipifarnib,MDA-MB-453
Tanespimycin,JM1
Refametinib_1526,KP-4
AZD3514,TE-15
Tivozanib,NCI-N87
Refametinib_1526,HSC-2
VX-11e,NCI-H211
Cabozantinib,COR-L303
UNC1215,SCC-9
GW441756,CHSA8926
Talazoparib,VMRC-LCD
Tretinoin,ROS-50
PIK-93,MFM-223
Cabozantinib,COR-L321
kb NB 142-70,SK-MES-1
AZD6094,SK-MM-2
IOX2,HA7-RCC
Bicalutamide_1502,L-540
JW-7-24-1,MCF7
XAV939,ASH-3
TW 37,RO82-W-1
Dasatinib,OCI-AML2
PF-4708671,ES-2
A-83-01,HSC-3
AT-7519,MFH-ino
Amuvatinib,NCI-H727
NSC-87877,BV-173
Sphingosine Kinase 1 Inhibitor II,COR-L23
Belinostat,SW13
Wnt-C59,RCC-AB
Avagacestat_1072,PA-1
Tretinoin,MCF7
AT7867,ROS-50
JQ12,NUGC-3
NU7441,GI-ME-N
RU-SKI 43,KYSE-220
PF-562271,OCI-AML5
FMK,KYSE-50
T0901317,PCI-6A
HG-5-113-01,OCI-AML3
IOX2,U-2-OS
GSK690693,COR-L321
GW441756,NCI-H196
Afatinib_1032,CAL-85-1
GSK690693,NCI-H2135
SB216763,KYSE-50
Bosutinib,SJRH30
BMS-509744,KARPAS-299
A-83-01,NCI-H716
AZD8931,OCI-AML5
FH535,TE-441-T
WHI-P97,NCI-H1944
Talazoparib,SiHa
I-BET-762,AMO-1
UNC0638_1236,HCC1428
SU11274,D-566MG
Amuvatinib,NAMALWA
Avagacestat_1072,TE-6
PIK-93,NCI-H661
Bicalutamide_1502,SW1710
BIX02189,SCC-9
AZD6482_1066,GAK
WH-4-023,SF539
Veliparib,ME-180
Cisplatin_1005,SW982
CD532,ASH-3
GW-2580,SU-DHL-16
AZD6094,SW982
CAY10603,SK-MEL-1
Selisistat,HEC-1
Cisplatin_1005,OE33
Nilotinib,KELLY
XMD13-2,SW156
Afatinib_1032,PL4
A-770041,PL-21
UNC0638_245,COR-L23
UNC1215,SW13
Salubrinal,LP-1
Phenformin,K2
RO-3306,DB
FH535,IST-MES1
Cytarabine,MDA-MB-453
MIM1,L-1236
AS605240,NB5
Tipifarnib,COLO-680N
Sphingosine Kinase 1 Inhibitor II,KELLY
5-Fluorouracil,SAS
LFM-A13,FTC-133
Erlotinib,SK-N-FI
kb NB 142-70,G-MEL
LCL161,GI-1
XMD8-85,HH
BIBF-1120,NCI-H82
XMD8-85,JVM-2
Sorafenib,NCI-H720
WYE-125132,LN-18
BAY-MPS-combo-1 (paclitaxel 5 uM),QIMR-WIL
NU7441,OCI-AML2
Quizartinib,PCI-6A
VX-702,OVCA420
GW-2580,JM1
FH535,CCK-81
Tretinoin,AN3-CA
EHT-1864,ST486
Bosutinib,CCK-81
NSC-87877,RF-48
AST-1306,KNS-62
PFI-3,SUP-B8
BMS-345541,EN
AST-1306,AMO-1
Avagacestat_205,RS4-11
AZD6482_156,HMV-II
Tivozanib,PL-21
GSK269962A_127,COLO-800
Veliparib,RPMI-8226
XAV939,D-263MG
AZD6094,AN3-CA
QS11,MFE-319
Refametinib_1526,NCI-H1781
kb NB 142-70,MFH-ino
Selisistat,TGBC24TKB
GSK690693,CAL-85-1
AZD6482_156,SW626
GW441756,AU565
STF-62247,COLO-684
Phenformin,HA7-RCC
Wnt-C59,NCI-H1648
Bicalutamide_1502,ES8
ETP-45835,CAL-72
GW-2580,RPMI-6666
Dabrafenib,5637
AS605240,NCI-H1781
Motesanib,NCI-H82
Methotrexate,NCI-H2135
ETP-45835,KYSE-450
5-Fluorouracil,NCI-H446
Dabrafenib,RPMI-6666
Veliparib,KP-3
LCL161,Ramos-2G6-4C10
Nilotinib,TK10
LDN-193189,GCIY
CAY10603,FU-OV-1
Sunitinib,MHH-PREB-1
RU-SKI 43,OVISE
AS605240,23132-87
QL-X-138,U-118-MG
AS605240,ZR-75-30
RO-3306,JVM-3
VX-702,CML-T1
AZD6482_1066,BFTC-905
Zibotentan,CP50-MEL-B
BMS-345541,TGBC24TKB
BMS-536924_1091,L-540
Belinostat,Detroit562
Cisplatin_1496,SW780
AST-1306,SAS
Tipifarnib,NCI-H1869
Tipifarnib,RT4
ETP-45835,DB
PIK-93,CP66-MEL
Afatinib_1032,HA7-RCC
LDN-193189,OCUM-1
BMS-536924_1091,HCC1143
Bosutinib,G-MEL
T0901317,RCM-1
Refametinib_1014,SBC-3
Tipifarnib,NCI-H211
I-BET-151,KYSE-70
Bicalutamide_1502,RMG-I
WHI-P97,MOG-G-UVW
ETP-45835,NCI-H835
Selisistat,SK-MEL-3
Tipifarnib,GI-ME-N
PFI-1,HCC-15
Afatinib_1032,SISO
STF-62247,SK-LU-1
BIX02189,PA-1
LFM-A13,KURAMOCHI
BAY-MPS-combo 2 (paclitaxel 1 uM),KM-H2
Wnt-C59,KYSE-410
TWS119,HMV-II
Bosutinib,EHEB
ZSTK474,MHH-NB-11
Bosutinib,SW962
Avagacestat_1072,CL-11
QL-X-138,HCC1395
Phenformin,KP-3
EHT-1864,SK-ES-1
FR-180204,DJM-1
UNC0638_1236,NCI-H82
Motesanib,C3A
Refametinib_1526,TC-YIK
PFI-1,LS-180
Rapamycin,CP66-MEL
XMD13-2,HCC1428
GW-2580,TE-12
Ponatinib,HSC-3
WHI-P97,OC-314
AZD6094,Daudi
Masitinib,SNU-C2B
Amuvatinib,KURAMOCHI
kb NB 142-70,LS-123
AZD6094,NCI-H2342
Dabrafenib,RH-41
IPA-3,YAPC
Ponatinib,SCC-9
AZD6482_156,DMS-53
ETP-45835,U251
I-BET-762,RS4-11
GW441756,SCC-4
JQ12,SISO
GSK690693,TE-4
QS11,MCF7
PF-4708671,RS4-11
Pevonedistat,MDA-MB-436
JW-7-24-1,SW156
Dabrafenib,MDA-MB-436
PF-4708671,HCC1954
FH535,HSC-3
AZD6738,PL-21
VX-11e,OVCAR-5
CP724714,KM-H2
HG-5-88-01,SW626
Masitinib,MPP-89
Lapatinib,SU-DHL-16
BMS-345541,SNU-475
AT-7519,DMS-53
PFI-1,DEL
BIBF-1120,A172
BMS-754807,TC-71
UNC0638_1236,SK-MEL-1
Enzastaurin,LU-134-A
Cabozantinib,JEG-3
UNC0638_245,KP-2
AZD8835,NCI-N87
Avagacestat_1072,PCI-30
AZD8055,OAW-28
AZD8835,TC-71
AZD6482_1066,NCI-H1573
IOX2,OE33
Nilotinib,ES5
Talazoparib,PCI-30
Rucaparib,JHOS-4
BIBF-1120,RERF-LC-MS
XMD13-2,OC-314
WH-4-023,LP-1
AZD6482_156,P32-ISH
Bosutinib,MDA-MB-231
Zibotentan,SW1088
QL-X-138,U-2-OS
GW441756,U-698-M
Talazoparib,SW982
BAY-61-3606,HAL-01
PI-103,TGBC11TKB
PF-4708671,NCI-H2030
NU7441,NCI-H2170
Cisplatin_1005,HCC70
STF-62247,NUGC-4
XMD11-85h,NCI-N87
STF-62247,OPM-2
NSC-87877,SK-MEL-2
FH535,LS-123
XMD13-2,A549
UNC0642,HMV-II
Tozasertib,IM-9
Motesanib,PCI-30
Quizartinib,P30-OHK
Veliparib,RS4-11
Refametinib_1526,BL-41
Cisplatin_1496,NCI-H716
AZD6482_1066,NCI-H196
I-BET-151,Daudi
VX-11e,NCI-H2342
SB216763,NCI-H720
AZD8835,SNU-C1
AZD8835,ROS-50
CCT-018159,U-87-MG
CAY10603,BT-483
GSK690693,NCI-H2170
Cisplatin_1005,HC-1
RU-SKI 43,KYSE-450
I-BET-762,SW982
AZD4547_1135,SK-MEL-5
Salubrinal,NCI-H23
Cabozantinib,LS-180
GW-2580,NCI-H1838
AZD8835,HA7-RCC
QL-X-138,KU812
VX-11e,BB65-RCC
ETP-45835,EN
Avagacestat_205,PA-1
BIX02189,SF539
LFM-A13,HT-144
PIK-93,Farage
FR-180204,Hs-578-T
MIM1,KMS-11
LDN-193189,ASH-3
Bosutinib,Hs-940-T
EHT-1864,CP66-MEL
Dabrafenib,KYSE-150
WHI-P97,KMS-11
A-83-01,JEG-3
FH535,SNU-C1
Dabrafenib,NCI-H1869
Refametinib_1014,HCC1395
PF-4708671,LS-123
Bleomycin (50 uM),IM-9
VX-11e,KM12
A-83-01,PL-21
BAY-61-3606,CPC-N
AT-7519,CGTH-W-1
ETP-45835,LB2518-MEL
Quizartinib,CHP-212
CCT-018159,NCI-H1781
Imatinib,NCI-H2135
5-Fluorouracil,BE-13
AGI-6780,VAL
QS11,VCaP
Wee1 Inhibitor,JVM-3
LFM-A13,MEL-JUSO
AT-7519,KELLY
Embelin,VCaP
IC-87114,ST486
AZD3514,ARH-77
AR-42,PL4
5-Fluorouracil,SK-MEL-30
AGI-6780,KYSE-70
PFI-3,ASH-3
Zibotentan,HCC70
Etoposide,AN3-CA
STF-62247,SJRH30
Wnt-C59,RH-41
CUDC-101,DAN-G
Bleomycin (50 uM),SKN
AZD8055,MS-1
IC-87114,H9
Avagacestat_1072,NCI-H2170
LCL161,IA-LM
MK-2206,HCC1187
TWS119,EW-13
GW441756,ES5
HG-5-88-01,NOMO-1
LDN-193189,AU565
Dabrafenib,MDA-MB-453
(5Z)-7-Oxozeaenol,TCCSUP
Cisplatin_1496,ST486
Veliparib,IMR-5
AZD4547_1135,SNU-C1
Avagacestat_1072,BHY
ETP-45835,RT4
Wnt-C59,NKM-1
Cytarabine,TE-6
Cytarabine,KNS-62
AZD8931,A172
FH535,SF539
LFM-A13,NCI-H716
Cisplatin_1005,KNS-62
VX-11e,TK10
Refametinib_1526,KP-1N
AZD6482_156,Ramos-2G6-4C10
Dasatinib,NCI-H716
JW-7-24-1,MEL-JUSO
AZD6738,NUGC-4
WHI-P97,CP66-MEL
Tretinoin,CPC-N
Quizartinib,Saos-2
XAV939,NCI-H1838
Embelin,SW1417
Dabrafenib,CAL-85-1
I-BET-151,CHP-212
AZD8835,NCI-H211
ZM447439,SKN
Entinostat,TK10
Avagacestat_205,EM-2
Motesanib,NCI-H1993
Rucaparib,SW156
FR-180204,MZ2-MEL
A-83-01,CGTH-W-1
XMD13-2,NCI-H2009
CCT-018159,NCI-H1869
AZD3514,GA-10
AZD6482_1066,A172
FMK,RMG-I
Quizartinib,UACC-257
CMK,A3-KAW
Methotrexate,no-11
AZD6738,NCI-H2170
VX-11e,RCC-MF
Avagacestat_1072,TK10
Tretinoin,HCC1954
Embelin,U-266
kb NB 142-70,MDA-MB-468
FR-180204,IST-MES1
Cisplatin_1496,KCL-22
GNF-2,IMR-5
PIK-93,NCI-H1694
AZD8931,MKN45
AZD6482_1066,OVCAR-3
IPA-3,MDA-MB-436
JW-7-24-1,KYSE-70
AS605240,NCI-H211
UNC0638_1236,ES6
Rucaparib,NCI-H209
FR-180204,ME-180
WYE-125132,KNS-42
PFI-3,DB
FR-180204,SNU-C1
I-BET-762,A549
Imatinib,HT-144
STF-62247,NCI-H1963
PF-562271,LN-18
BAY-61-3606,P32-ISH
XMD11-85h,SBC-3
Bleomycin (50 uM),HCC1187
Piperlongumine,OE33
Dasatinib,HCC1599
Tretinoin,Ramos-2G6-4C10
Obatoclax Mesylate,FTC-133
XMD11-85h,CW-2
Tanespimycin,D-542MG
AZD8931,SUP-B8
5-Fluorouracil,PANC-10-05
RO-3306,SF539
Motesanib,LS-180
Avagacestat_205,SCC-9
UNC1215,SW962
CCT-018159,SK-HEP-1
XMD8-85,D-542MG
AST-1306,SK-N-FI
JQ12,MHH-NB-11
UNC1215,NCI-H1838
BAY-61-3606,TC-71
RO-3306,SK-HEP-1
Tipifarnib,EPLC-272H
BAY-MPS-combo 2 (paclitaxel 1 uM),HCC1395
Methotrexate,A549
Etoposide,HOP-92
LDN-193189,RCC-MF
TWS119,KM12
Bleomycin (50 uM),Hs-940-T
VX-11e,EM-2
BIBF-1120,OCI-M1
Piperlongumine,NCI-H1781
LCL161,OCI-LY-19
GSK650394,SK-ES-1
Zibotentan,NCI-H2009
GW441756,KCL-22
AGI-6780,JHU-022
BMS-536924_1091,DAN-G
kb NB 142-70,NCI-H2170
Cisplatin_1005,CRO-AP2
Cabozantinib,LB771-HNC
PHA-793887,WM278
GSK1059615,MFM-223
PFI-1,HCC202
I-BET-151,MFM-223
Wnt-C59,HSC-2
Bicalutamide_1502,LU-134-A
Rucaparib,RCC-ER
EHT-1864,VAL
JW-7-24-1,JURL-MK1
AZD6094,NCI-H1944
PFI-3,TGBC11TKB
HG-5-88-01,RCM-1
GNF-2,HA7-RCC
NSC-87877,CAL-85-1
AT7867,ME-180
CD532,COLO-680N
Quizartinib,SW982
BAY-MPS-combo 2 (paclitaxel 1 uM),Mewo
Avagacestat_205,MDST8
LFM-A13,RMG-I
SB216763,PCI-6A
LFM-A13,BHY
RO-3306,JIMT-1
XAV939,SW626
Sphingosine Kinase 1 Inhibitor II,Mewo
NU7441,PCI-30
BMS-536924_1091,LU-139
AZD6482_1066,HCC1143
NSC-87877,PCI-30
AS605240,IST-MES1
PFI-3,NOMO-1
BAY-61-3606,HCC1954
Ruxolitinib,TCCSUP
Rucaparib,NB7
IPA-3,TGBC24TKB
Bleomycin (50 uM),GA-10
HG-5-113-01,KYSE-450
AZD6738,NCI-H446
LDN-193189,OVCAR-5
PFI-1,JHU-022
Tipifarnib,no-11
Ponatinib,NUGC-4
IPA-3,RS4-11
Nilotinib,EN
Bleomycin,DK-MG
PF-4708671,NCI-H1573
LDN-193189,A549
ZM447439,KYSE-450
Methotrexate,ROS-50
AZD6482_156,EM-2
Talazoparib,Saos-2
IOX2,VCaP
Cabozantinib,NCI-H1838
UNC0638_1236,MEL-JUSO
(5Z)-7-Oxozeaenol,HAL-01
EHT-1864,TC-71
STF-62247,TOV-112D
CP724714,BL-41
Piperlongumine,SISO
A-83-01,C3A
Erlotinib,NCI-H82
VX-11e,MS-1
AZD8931,SW756
WYE-125132,PANC-08-13
ZM447439,OPM-2
JQ12,NCI-H647
JQ12,PCI-38
LCL161,P30-OHK
Motesanib,CHP-134
XMD8-85,UACC-257
AZD6094,KYSE-50
Cisplatin_1496,L-1236
BAY-61-3606,NB10
Linifanib,TCCSUP
BAY-MPS-combo 2 (paclitaxel 1 uM),ROS-50
kb NB 142-70,NB(TU)1-10
Sphingosine Kinase 1 Inhibitor II,MDA-MB-453
T0901317,UM-UC-3
I-BET-762,KURAMOCHI
BMS-345541,OE33
AST-1306,MDA-MB-231
Masitinib,U031
XMD13-2,SW13
Bosutinib,SK-MEL-28
Refametinib_1526,SCH
Avagacestat_205,OVCA420
AZD6738,DK-MG
Avagacestat_1072,IMR-5
PIK-93,PCI-6A
AT7867,Detroit562
Refametinib_1526,NCI-N87
Masitinib,DEL
AZD8931,PANC-10-05
Dabrafenib,NCI-H727
GSK650394,KCL-22
BIX02189,SK-MEL-5
Methotrexate,A375
PF-562271,RCM-1
Avagacestat_1072,SW962
HG-5-88-01,HCT-15
CP724714,NCI-H211
Avagacestat_1072,SBC-1
Avagacestat_205,NCI-H1975
Embelin,HSC-2
Linifanib,AM-38
Quizartinib,SBC-1
RU-SKI 43,ST486
AGI-6780,JVM-2
ZSTK474,U-87-MG
Selisistat,no-11
Motesanib,OCUM-1
BAY-61-3606,JVM-2
Cisplatin_1496,NCI-H720
Piperlongumine,NCI-H1770
AZD6482_1066,CCK-81
Tanespimycin,SW156
Bicalutamide_1502,ROS-50
BIBF-1120,TGBC24TKB
EHT-1864,SW156
GW441756,U-2-OS
Bosutinib,SK-MEL-31
BMS-754807,MDST8
WYE-125132,SK-MG-1
AZD6738,JHOS-4
Tivozanib,BE2-M17
Enzastaurin,SCC-9
CD532,HSC-2
UNC0638_1236,LB2518-MEL
SL0101,COR-L23
A-770041,NCI-H1963
Erlotinib,ES5
CCT-018159,TE-12
BAY-MPS-combo-1 (paclitaxel 5 uM),STS-0421
JW-7-24-1,UMC-11
Cabozantinib,HT-1197
IOX2,TE-15
AZD6482_156,HCC1395
AGI-6780,D-247MG
Selisistat,SK-MEL-30
Bleomycin,HCC1187
XAV939,SK-MEL-24
Rucaparib,LB1047-RCC
UNC0638_245,TGW
HG-5-113-01,SK-LU-1
CGP-082996,EW-12
Sorafenib,MFH-ino
Parthenolide,MPP-89
NSC-87877,LB771-HNC
AT7867,YH-13
EHT-1864,FADU
SU11274,D-263MG
UNC1215,TCCSUP
XMD13-2,MOLP-8
UNC0638_245,769-P
UNC0642,SW1710
kb NB 142-70,SAS
XAV939,MS-1
CGP-082996,SK-MEL-1
5-Fluorouracil,MZ2-MEL
FH535,SUIT-2
GSK650394,SNG-M
Bicalutamide_1502,MFE-296
Tozasertib,LS-123
Dabrafenib,NCI-H1838
SU11274,KNS-62
PHA-793887,MFM-223
PHA-793887,JIMT-1
Salubrinal,OCI-LY-19
Bleomycin (50 uM),RMG-I
Pevonedistat,HOP-92
XMD8-85,EW-16
GSK690693,HuP-T3
AS605240,STS-0421
Enzastaurin,EW-13
TWS119,Hs-578-T
ZM447439,HT-1197
Rucaparib,ARH-77
AZD4547_1135,MFM-223
Cisplatin_1496,CGTH-W-1
Veliparib,ES6
Imatinib,NCI-H446
Piperlongumine,NCI-H2023
Masitinib,SK-N-AS
EHT-1864,SCH
Pevonedistat,FTC-133
Zibotentan,ESS-1
Imatinib,NCI-H64
Rapamycin,MPP-89
Veliparib,NB1
GW-2580,NUGC-4
CCT-018159,NCI-H647
IOX2,KNS-42
MIM1,SW1417
IOX2,BV-173
A-83-01,SNU-475
PF-562271,DMS-79
XMD8-85,LS-123
LDN-193189,HCC70
LDN-193189,P32-ISH
PIK-93,U-118-MG
Bleomycin (50 uM),NCI-H650
Bleomycin (50 uM),OCI-M1
AZD3514,CPC-N
QL-X-138,SW962
GSK690693,PL-21
RO-3306,SiHa
AST-1306,Saos-2
Veliparib,PWR-1E
Cisplatin_1005,CW-2
TWS119,CAL-72
I-BET-151,MPP-89
GW-2580,MHH-PREB-1
UNC1215,KYSE-450
Nilotinib,HCC1143
Amuvatinib,ARH-77
IC-87114,L-540
IC-87114,COLO-205
I-BET-762,ST486
Wee1 Inhibitor,QIMR-WIL
LDN-193189,BE-13
Piperlongumine,COR-L23
T0901317,HOP-92
PIK-93,CGTH-W-1
BMS-509744,OCI-AML3
CD532,EHEB
Afatinib_1032,LU-134-A
Wnt-C59,NMC-G1
PFI-1,NCI-H1781
RU-SKI 43,SK-MG-1
AR-42,KNS-42
ETP-45835,IM-9
Zibotentan,MOLT-13
AZD8055,FU-OV-1
AZD6094,KS-1
Motesanib,SISO
GW441756,LU-139
UNC0638_1236,MHH-PREB-1
UNC1215,TGBC24TKB
FR-180204,TGW
I-BET-762,BFTC-905
Piperlongumine,LB771-HNC
FR-180204,NCI-H1573
TWS119,NCI-H1694
Wee1 Inhibitor,VAL
IPA-3,MHH-NB-11
MK-2206,KNS-62
Wee1 Inhibitor,BE2-M17
I-BET-151,ETK-1
Nilotinib,Calu-3
5-Fluorouracil,D-247MG
AR-42,CAL-85-1
Cytarabine,SK-MEL-5
Refametinib_1526,DMS-273
WHI-P97,PL-21
QL-X-138,LB2518-MEL
Zibotentan,A388
MK-2206,SK-HEP-1
MK-2206,SAT
Tivozanib,RKN
AZD6482_156,U-2-OS
Phenformin,TK10
CD532,LN-18
Tozasertib,NCI-H1770
Nilotinib,SNU-C1
Nilotinib,OCUM-1
Nilotinib,RC-K8
PF-4708671,Hs-578-T
VX-11e,MOLM-13
WH-4-023,OCI-AML2
FR-180204,MOLM-13
(5Z)-7-Oxozeaenol,NCI-H1648
SU11274,Mewo
Obatoclax Mesylate,HCC1954
Apitolisib,OAW-28
Tivozanib,MDA-MB-468
AZD6738,MCF7
BMS-509744,TE-15
Doxorubicin_1386,TGBC24TKB
IPA-3,OPM-2
CAY10603,SK-HEP-1
Bosutinib,NCI-H1975
Refametinib_1526,NCI-H2085
BMS-509744,NMC-G1
Cabozantinib,5637
Tretinoin,NB17
XMD13-2,D-566MG
AZD6482_1066,SBC-1
FMK,P30-OHK
PFI-1,MDA-MB-231
BMS-509744,A3-KAW
Sorafenib,BV-173
XMD13-2,BFTC-905
Nilotinib,BHY
5-Fluorouracil,SK-MEL-2
Cabozantinib,ROS-50
Refametinib_1526,TE-12
CCT-018159,LB2241-RCC
XMD11-85h,WIL2-NS
GSK269962A_127,LP-1
Rucaparib,SK-MEL-5
XMD13-2,NCI-H1793
FR-180204,AM-38
Ispinesib Mesylate,FTC-133
CCT-018159,MPP-89
SB216763,RPMI-6666
XAV939,A172
QS11,SK-MEL-5
SL0101,MHH-PREB-1
A-83-01,UMC-11
FMK,A172
STF-62247,NB1
TWS119,RT-112
Veliparib,MZ2-MEL
PF-562271,KP-1N
WHI-P97,HT-1197
T0901317,SU-DHL-16
RO-3306,VCaP
Linifanib,IMR-5
GSK269962A_127,OCI-AML2
PIK-93,MZ1-PC
GW-2580,U031
Sphingosine Kinase 1 Inhibitor II,SBC-1
XAV939,SK-HEP-1
kb NB 142-70,GI-ME-N
AT7867,SKN
Embelin,MDA-MB-453
Pevonedistat,IMR-5
AT-7519,EW-16
Bosutinib,HMV-II
PF-562271,HuP-T3
kb NB 142-70,SNG-M
Pevonedistat,OVISE
RU-SKI 43,NUGC-4
AGI-6780,NCI-H1048
Amuvatinib,OVCAR-3
VX-702,A2058
Quizartinib,BL-41
A-83-01,NCI-H1993
GSK269962A_127,SU-DHL-16
AT7867,H4
AZD4547_1135,JHOS-2
CP724714,VAL
VX-702,FADU
AT-7519,SCC-4
PHA-793887,LB2518-MEL
ETP-45835,KMOE-2
Cabozantinib,Hep3B2-1-7
GW441756,EW-13
Cytarabine,DMS-53
Belinostat,H9
XAV939,SF539
UNC0642,U-698-M
Enzastaurin,HT-144
AS605240,SNU-423
AZD6482_1066,DK-MG
AZD6482_1066,A549
PFI-1,KARPAS-299
EHT-1864,COLO-800
Lapatinib,COLO-800
Bicalutamide_1502,MOLT-13
Wee1 Inhibitor,FTC-133
GW441756,SK-MEL-28
XAV939,SK-N-AS
Sunitinib,MOLP-8
AST-1306,MEL-JUSO
UNC0642,SNU-423
AZD6738,HCC1187
AZD3514,FU-OV-1
BMS-345541,PA-TU-8988T
Belinostat,HSC-2
WH-4-023,NCI-H1770
Motesanib,SU-DHL-10
UNC0638_1236,CP66-MEL
PIK-93,ROS-50
Amuvatinib,NCI-H661
UNC1215,LB2241-RCC
Salubrinal,JVM-2
Zibotentan,IGR-37
JW-7-24-1,KM-H2
CCT-018159,OSC-19
Bicalutamide_1502,NCI-H82
Linifanib,CAL-33
Masitinib,LS-180
AZD6738,D-566MG
LCL161,OE19
Wnt-C59,BL-41
Phenformin,SK-MM-2
RU-SKI 43,VAL
Tivozanib,no-11
UNC1215,HSC-2
QS11,DB
LFM-A13,PC-14
AZD3514,MKN28
BIX02189,CAL-33
Cabozantinib,CHSA8926
Ponatinib,DEL
SU11274,LB2241-RCC
JQ12,OVISE
AZD6482_1066,HH
5-Fluorouracil,DSH1
Linifanib,MHH-NB-11
Veliparib,LU-139
GSK690693,CW-2
Tipifarnib,HuP-T3
Avagacestat_205,A375
Tipifarnib,K5
Refametinib_1014,MKN28
Salubrinal,UACC-257
QL-X-138,K5
QS11,CP66-MEL
Dabrafenib,KP-1N
QL-X-138,DMS-79
XMD11-85h,SNG-M
Rucaparib,SW962
LDN-193189,5637
Erlotinib,U-87-MG
Afatinib_1032,NCI-H209
Erlotinib,NB10
Selisistat,NCI-H1975
VX-11e,HCT-15
AZD4547_1135,ZR-75-30
CCT-018159,HCC1428
ZM447439,TE-15
RU-SKI 43,COLO-684
Ruxolitinib,RCM-1
Lapatinib,LB1047-RCC
BAY-61-3606,CCK-81
AZD3514,JIMT-1
Embelin,SU-DHL-5
Wnt-C59,SK-MG-1
CP724714,OE33
T0901317,COR-L23
Ruxolitinib,MHH-NB-11
Linifanib,JVM-3
FH535,ARH-77
MIM1,LB1047-RCC
Bosutinib,no-11
Enzastaurin,MFE-319
QL-X-138,DSH1
SB216763,HCT-15
5-Fluorouracil,HOP-92
CAY10603,LB2518-MEL
VX-702,LB1047-RCC
RO-3306,NCI-H446
MIM1,KYSE-450
CD532,PCI-38
Wee1 Inhibitor,VCaP
BIBF-1120,KU812
LFM-A13,RPMI-8226
Selisistat,SLVL
Wnt-C59,BHT-101
Quizartinib,CL-11
BIX02189,SK-ES-1
Imatinib,NCI-H1869
PFI-3,NCI-H835
CP724714,SF539
BMS-536924_1091,KS-1
(5Z)-7-Oxozeaenol,KELLY
QS11,KCL-22
Linifanib,SAS
XAV939,RH-18
AS605240,SW1710
GW-2580,Hs-940-T
Bosutinib,TC-71
Rucaparib,IMR-5
XAV939,SW1710
BAY-MPS-combo 2 (paclitaxel 1 uM),TE-12
IPA-3,U-2-OS
XMD13-2,HCT-116
XMD8-85,LU-139
XMD13-2,D-263MG
AZD3514,MOLP-8
VX-11e,U-266
Wee1 Inhibitor,NCI-H196
JQ12,HCC70
Dasatinib,SK-MM-2
HG-5-113-01,PEO1
UNC0638_1236,QGP-1
LDN-193189,HSC-3
AZD6482_156,NCI-H1648
Refametinib_1014,PA-TU-8988T
AZD6482_1066,HEC-1
Tretinoin,RT-112
Bosutinib,OCUM-1
PI-103,TGW
AZD3514,NCI-H1648
Cisplatin_1496,LB2241-RCC
UNC0638_1236,NCI-H1573
UNC0642,KNS-62
RU-SKI 43,U-2-OS
AT7867,ARH-77
BIX02189,DMS-79
CCT-018159,HCC-15
5-Fluorouracil,NUGC-4
Tretinoin,NCI-H1694
QL-X-138,BE2-M17
RU-SKI 43,SU-DHL-16
XAV939,SK-MG-1
AT-7519,PL4
Avagacestat_205,ALL-PO
VX-702,EVSA-T
BAY-61-3606,SKN
ETP-45835,SU-DHL-10
Amuvatinib,OVCAR-5
MIM1,EW-13
A-83-01,SK-MEL-1
SL0101,KCL-22
AZD3514,KYSE-50
AZD4547_1135,LB1047-RCC
FH535,KP-2
QS11,BHY
Selisistat,NCI-H1793
Linifanib,KNS-42
CD532,MLMA
AZD8835,HCC1187
Piperlongumine,RCC-MF
Tipifarnib,JHU-022
Phenformin,SW626
T0901317,U-2-OS
Piperlongumine,LS-180
Sunitinib,GI-ME-N
CMK,TE-12
Embelin,D-263MG
SU11274,KP-1N
TW 37,WIL2-NS
Selisistat,OE19
BMS-754807,NCI-H2023
Avagacestat_205,RKN
XMD11-85h,KYSE-220
AST-1306,PC-3
Cabozantinib,KP-2
FH535,PCI-30
Bleomycin (50 uM),OAW-28
SU11274,DND-41
Embelin,CPC-N
AZD8055,LB771-HNC
Nilotinib,A101D
Zibotentan,IA-LM
BAY-MPS-combo-1 (paclitaxel 5 uM),LS-123
FR-180204,BHT-101
Tretinoin,CCK-81
VX-702,NCI-H1694
AZD6094,RT4
Zibotentan,SAS
CGP-082996,KNS-42
BIBF-1120,HEC-1
IC-87114,NCI-H1793
CP724714,MDA-MB-436
Enzastaurin,SF539
AZD6094,U-87-MG
Lapatinib,D-263MG
FR-180204,ROS-50
CCT-018159,SBC-1
Piperlongumine,NOMO-1
BMS-345541,NCI-H1781
Cisplatin_1496,JEG-3
Wnt-C59,CPC-N
GW-2580,LN-18
I-BET-151,TE-12
Bicalutamide_1502,MDA-MB-453
AZD8055,RH-18
Cisplatin_1005,K2
IC-87114,HCC-15
Wee1 Inhibitor,Hs-940-T
SU11274,Hs-445
LFM-A13,EVSA-T
AT-7519,NCI-N87
SB216763,MZ7-mel
PIK-93,A388
FH535,LP-1
5-Fluorouracil,RMG-I
Amuvatinib,SK-MEL-30
GW441756,JHOS-2
Wnt-C59,NCI-H1048
RO-3306,SUIT-2
GSK650394,GCT
Rucaparib,RC-K8
FR-180204,NCI-H716
SB216763,OCI-LY-19
TWS119,PL4
SU11274,NCI-H835
Embelin,LN-18
